989	208	631	179	184	462	622	799
1134	210	641	180	176	440	548	757
1133	191	567	175	187	425	492	711
979	198	501	153	178	316	387	640
820	252	475	149	178	251	376	673
663	292	460	147	172	237	341	531
364	293	438	143	164	229	278	476
317	297	478	140	167	221	274	514
306	294	445	135	151	212	276	511
261	276	486	143	162	214	277	491
219	216	481	141	168	205	267	500
178	217	451	127	169	178	254	501
188	214	519	134	155	179	252	449
193	199	535	120	147	176	240	477
203	149	506	110	157	169	211	478
192	154	527	103	169	199	231	462
205	149	553	104	144	190	234	469
213	145	519	90	142	190	257	513
230	134	530	105	148	191	263	520
221	133	535	106	131	251	252	513
226	131	503	109	114	277	271	605
210	133	508	130	115	280	274	612
209	141	468	136	129	287	267	680
178	148	435	140	144	297	288	752
182	150	485	147	147	249	295	772
196	152	611	206	155	205	269	726
221	154	612	209	186	193	290	792
213	151	620	229	201	246	308	737
261	163	726	249	204	249	293	728
261	165	688	245	200	254	351	823
279	165	574	207	199	256	357	839
258	158	602	193	185	276	347	778
279	155	591	174	168	241	336	799
240	137	456	135	149	225	342	750
255	136	438	133	143	218	289	634
230	158	559	144	147	224	275	569
239	163	564	146	131	204	269	558
216	161	564	129	140	176	260	492
213	165	587	127	138	172	244	452
191	153	635	137	133	172	222	391
193	129	546	112	118	149	230	387
180	115	531	111	119	175	216	349
192	113	506	111	98	187	213	358
202	117	511	119	94	190	217	359
212	127	473	104	96	190	226	405
211	138	506	114	102	267	253	434
204	142	467	105	89	256	255	451
189	151	517	114	94	248	253	464
204	152	500	127	107	261	285	537
232	158	463	133	138	284	304	605
251	148	467	132	188	245	306	660
274	138	475	135	194	240	301	647
269	131	414	127	194	240	303	623
258	127	381	109	198	232	282	594
233	119	411	108	182	230	312	609
222	114	339	97	147	224	330	608
207	116	321	98	143	213	328	601
234	121	330	93	138	212	315	616
232	114	326	96	152	209	314	587
221	106	287	94	148	186	270	544
213	100	293	93	130	169	231	485
208	109	273	91	131	171	223	485
197	107	341	99	139	179	237	504
179	105	352	98	124	205	252	494
198	113	406	100	128	205	253	452
191	136	476	109	122	190	230	431
187	137	482	109	121	191	259	454
175	146	440	118	125	184	271	455
202	146	471	113	114	152	241	456
191	151	457	112	108	139	230	440
182	128	361	102	106	132	233	451
186	118	363	106	105	197	226	490
185	105	339	91	109	219	196	454
166	103	302	99	106	224	216	441
151	88	262	91	98	235	208	413
169	106	378	88	122	285	215	412
157	105	367	72	116	262	199	324
148	107	393	72	115	252	212	304
148	124	430	63	112	257	204	331
151	122	438	69	118	248	209	352
127	106	382	72	96	195	189	300
139	106	387	82	107	187	189	311
143	102	367	85	108	261	257	421
148	89	323	86	122	264	285	558
159	117	372	89	121	258	290	586
183	119	368	88	119	269	316	626
189	117	379	83	112	258	317	633
186	120	396	81	101	172	250	574
182	116	405	76	95	145	208	439
174	88	386	80	93	142	189	379
148	88	366	78	99	132	166	303
132	95	362	95	128	147	156	308
131	105	377	102	120	161	163	301
125	120	387	101	111	157	157	264
130	126	384	92	115	174	163	306
156	135	387	101	112	190	164	347
148	131	378	90	85	189	177	392
144	122	388	85	83	168	169	390
149	108	345	88	87	190	179	397
153	116	318	92	86	184	192	371
128	106	302	94	97	175	173	355
130	109	333	87	91	171	173	315
130	103	299	80	89	171	172	319
131	103	319	88	90	147	164	313
134	86	333	87	86	152	181	368
163	87	428	78	77	137	207	455
166	97	405	82	83	123	193	440
173	101	396	85	88	136	208	445
178	110	438	90	104	159	226	475
162	113	434	90	105	151	201	468
171	115	347	89	100	136	183	406
167	105	351	89	93	131	182	457
167	106	353	87	90	129	199	531
166	108	305	76	65	124	187	544
171	114	347	82	62	124	191	559
144	111	364	81	61	123	185	568
155	108	358	80	61	124	213	605
185	100	333	81	62	115	187	538
184	97	316	88	66	82	189	561
184	97	265	82	72	78	197	525
173	96	253	91	75	81	194	497
177	101	239	95	84	94	165	436
166	108	245	95	89	121	169	455
166	116	251	84	86	126	163	407
169	118	261	85	81	125	149	429
182	121	296	84	78	143	142	441
177	127	305	86	81	190	168	485
167	130	306	90	77	174	179	546
159	114	307	94	75	172	177	531
157	104	308	92	72	170	177	501
157	100	258	88	80	161	192	535
164	97	247	91	85	110	205	490
151	91	295	100	93	143	225	425
152	91	303	100	95	144	235	440
165	88	368	101	98	154	250	481
160	89	387	107	96	154	239	447
153	86	420	95	86	146	228	481
156	86	432	81	80	116	188	459
158	86	438	75	78	112	168	451
161	95	362	87	78	105	158	470
152	93	340	78	83	139	175	479
143	93	312	87	76	134	173	531
135	91	270	86	77	138	178	529
141	107	293	93	78	143	182	517
114	103	337	86	118	312	197	466
133	105	339	88	119	349	216	501
143	105	398	99	137	367	194	370
170	105	398	103	135	379	204	386
174	117	384	103	142	383	205	393
178	118	345	102	119	278	178	395
169	153	423	122	122	223	134	354
190	164	418	127	104	208	142	420
187	173	439	132	107	218	167	454
179	158	427	136	100	266	181	462
191	172	428	144	110	272	182	517
187	142	396	126	105	277	183	486
160	131	418	112	106	268	180	443
177	123	412	112	170	284	161	403
194	123	412	107	178	310	150	402
191	114	502	118	181	350	194	438
195	122	468	116	183	361	197	441
231	120	415	112	184	367	199	433
208	133	402	104	175	404	208	460
187	137	416	111	190	366	209	470
201	139	392	111	176	313	183	422
210	131	401	114	175	288	181	418
173	125	417	117	179	286	176	412
192	112	420	117	161	241	154	371
190	117	417	113	142	238	153	386
165	99	501	118	150	237	126	310
149	104	583	124	164	267	120	290
142	107	568	130	172	334	119	296
116	128	628	172	199	445	136	319
126	121	685	181	198	466	135	265
129	128	610	168	197	471	134	301
128	128	544	164	194	514	160	339
149	135	533	161	184	505	167	341
170	114	563	127	137	393	151	330
180	109	518	123	143	376	144	342
177	108	494	117	141	380	150	315
187	106	497	125	137	310	129	304
174	100	497	120	152	270	146	329
171	109	418	118	141	269	168	379
165	109	403	111	126	238	169	361
166	105	399	113	141	232	180	367
154	100	383	98	151	244	178	353
148	103	443	106	142	228	155	329
131	101	482	106	142	209	138	314
138	117	526	116	150	260	139	327
143	118	540	114	137	273	125	345
168	126	556	122	129	265	137	382
186	128	578	118	121	254	136	378
181	123	504	112	122	249	138	396
174	113	436	95	125	214	163	399
174	111	423	91	120	194	162	391
157	109	416	89	116	168	153	348
143	103	378	105	128	182	163	382
147	106	401	102	122	183	148	297
139	117	429	104	124	220	153	325
127	136	533	120	134	216	152	300
129	161	557	118	122	217	146	297
181	163	570	109	106	217	148	274
190	166	552	106	108	251	158	306
205	155	545	107	109	210	136	288
215	170	525	125	99	201	150	351
213	150	500	125	99	201	156	369
183	156	469	136	166	227	181	370
179	165	560	148	168	259	226	425
163	170	547	147	161	256	221	409
152	142	450	119	160	263	215	360
161	139	470	122	164	304	227	352
149	135	474	104	100	323	215	348
142	115	442	107	106	290	176	260
147	108	461	107	102	281	169	238
152	111	477	107	99	274	163	232
141	105	472	108	94	244	140	236
170	100	469	115	105	277	177	242
173	106	441	98	95	266	171	240
180	121	448	98	97	267	172	247
179	142	558	121	99	278	187	292
325	181	659	211	180	357	394	790
348	185	663	196	193	387	378	869
332	168	636	189	194	404	348	833
309	175	605	183	208	375	369	830
348	180	548	177	217	432	425	822
340	172	598	178	183	437	404	784
354	178	530	153	159	375	394	741
355	173	520	146	146	385	401	732
350	167	531	139	126	362	369	664
318	175	493	142	125	325	322	698
378	175	395	126	121	318	316	708
