Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
127,106,382,72,96,195,189,300,1
139,106,387,82,107,187,189,311,1
143,102,367,85,108,261,257,421,1
148,89,323,86,122,264,285,558,1
159,117,372,89,121,258,290,586,1
183,119,368,88,119,269,316,626,1
189,117,379,83,112,258,317,633,1
186,120,396,81,101,172,250,574,1
182,116,405,76,95,145,208,439,1
174,88,386,80,93,142,189,379,1
148,88,366,78,99,132,166,303,1
132,95,362,95,128,147,156,308,1
131,105,377,102,120,161,163,301,1
125,120,387,101,111,157,157,264,1
130,126,384,92,115,174,163,306,1
156,135,387,101,112,190,164,347,1
148,131,378,90,85,189,177,392,1
144,122,388,85,83,168,169,390,1
149,108,345,88,87,190,179,397,1
153,116,318,92,86,184,192,371,1
128,106,302,94,97,175,173,355,1
130,109,333,87,91,171,173,315,1
130,103,299,80,89,171,172,319,1
131,103,319,88,90,147,164,313,1
134,86,333,87,86,152,181,368,1
163,87,428,78,77,137,207,455,1
166,97,405,82,83,123,193,440,1
173,101,396,85,88,136,208,445,1
178,110,438,90,104,159,226,475,1
162,113,434,90,105,151,201,468,1
171,115,347,89,100,136,183,406,1
167,105,351,89,93,131,182,457,1
167,106,353,87,90,129,199,531,1
166,108,305,76,65,124,187,544,1
171,114,347,82,62,124,191,559,1
144,111,364,81,61,123,185,568,1
155,108,358,80,61,124,213,605,1
185,100,333,81,62,115,187,538,1
184,97,316,88,66,82,189,561,1
184,97,265,82,72,78,197,525,1
173,96,253,91,75,81,194,497,1
177,101,239,95,84,94,165,436,1
166,108,245,95,89,121,169,455,1
166,116,251,84,86,126,163,407,1
169,118,261,85,81,125,149,429,1
182,121,296,84,78,143,142,441,1
177,127,305,86,81,190,168,485,1
167,130,306,90,77,174,179,546,1
159,114,307,94,75,172,177,531,1
157,104,308,92,72,170,177,501,1
157,100,258,88,80,161,192,535,1
164,97,247,91,85,110,205,490,1
151,91,295,100,93,143,225,425,1
152,91,303,100,95,144,235,440,1
165,88,368,101,98,154,250,481,1
160,89,387,107,96,154,239,447,1
153,86,420,95,86,146,228,481,1
156,86,432,81,80,116,188,459,1
158,86,438,75,78,112,168,451,1
161,95,362,87,78,105,158,470,1
152,93,340,78,83,139,175,479,1
143,93,312,87,76,134,173,531,1
135,91,270,86,77,138,178,529,1
141,107,293,93,78,143,182,517,1
114,103,337,86,118,312,197,466,1
133,105,339,88,119,349,216,501,1
143,105,398,99,137,367,194,370,1
170,105,398,103,135,379,204,386,1
174,117,384,103,142,383,205,393,1
178,118,345,102,119,278,178,395,1
169,153,423,122,122,223,134,354,1
190,164,418,127,104,208,142,420,1
187,173,439,132,107,218,167,454,1
179,158,427,136,100,266,181,462,1
191,172,428,144,110,272,182,517,1
187,142,396,126,105,277,183,486,1
160,131,418,112,106,268,180,443,1
177,123,412,112,170,284,161,403,1
194,123,412,107,178,310,150,402,1
191,114,502,118,181,350,194,438,1
195,122,468,116,183,361,197,441,1
231,120,415,112,184,367,199,433,1
208,133,402,104,175,404,208,460,1
187,137,416,111,190,366,209,470,1
201,139,392,111,176,313,183,422,1
210,131,401,114,175,288,181,418,1
173,125,417,117,179,286,176,412,1
192,112,420,117,161,241,154,371,1
190,117,417,113,142,238,153,386,1
165,99,501,118,150,237,126,310,1
149,104,583,124,164,267,120,290,1
142,107,568,130,172,334,119,296,1
116,128,628,172,199,445,136,319,1
126,121,685,181,198,466,135,265,1
129,128,610,168,197,471,134,301,1
128,128,544,164,194,514,160,339,1
149,135,533,161,184,505,167,341,1
170,114,563,127,137,393,151,330,1
180,109,518,123,143,376,144,342,1
177,108,494,117,141,380,150,315,1
187,106,497,125,137,310,129,304,1
174,100,497,120,152,270,146,329,1
171,109,418,118,141,269,168,379,1
165,109,403,111,126,238,169,361,1
166,105,399,113,141,232,180,367,1
154,100,383,98,151,244,178,353,1
148,103,443,106,142,228,155,329,1
131,101,482,106,142,209,138,314,1
138,117,526,116,150,260,139,327,1
143,118,540,114,137,273,125,345,1
168,126,556,122,129,265,137,382,1
186,128,578,118,121,254,136,378,1
181,123,504,112,122,249,138,396,1
174,113,436,95,125,214,163,399,1
174,111,423,91,120,194,162,391,1
157,109,416,89,116,168,153,348,1
143,103,378,105,128,182,163,382,1
147,106,401,102,122,183,148,297,1
139,117,429,104,124,220,153,325,1
127,136,533,120,134,216,152,300,1
129,161,557,118,122,217,146,297,1
181,163,570,109,106,217,148,274,1
190,166,552,106,108,251,158,306,1
205,155,545,107,109,210,136,288,1
215,170,525,125,99,201,150,351,1
213,150,500,125,99,201,156,369,1
183,156,469,136,166,227,181,370,1
179,165,560,148,168,259,226,425,1
163,170,547,147,161,256,221,409,1
152,142,450,119,160,263,215,360,1
161,139,470,122,164,304,227,352,1
149,135,474,104,100,323,215,348,1
142,115,442,107,106,290,176,260,1
147,108,461,107,102,281,169,238,1
152,111,477,107,99,274,163,232,1
141,105,472,108,94,244,140,236,1
170,100,469,115,105,277,177,242,1
173,106,441,98,95,266,171,240,1
180,121,448,98,97,267,172,247,1
179,142,558,121,99,278,187,292,1
188,146,553,129,137,283,189,293,2
157,141,543,126,129,264,159,280,2
151,146,551,132,131,270,149,285,2
145,134,559,131,130,275,153,302,2
158,101,455,115,130,268,153,282,2
152,96,422,103,118,259,158,284,2
187,99,465,111,119,197,164,272,2
208,111,553,167,141,218,165,257,2
212,125,559,175,142,224,163,246,2
228,135,563,180,143,218,152,234,2
248,148,613,182,126,318,257,367,2
222,150,586,180,139,316,247,363,2
202,143,598,143,115,291,245,354,2
189,132,561,130,111,288,250,344,2
176,186,538,138,241,308,256,339,2
283,376,482,177,369,414,253,169,2
292,442,460,184,425,476,289,154,2
306,451,231,170,440,480,292,151,2
404,561,242,185,479,494,443,162,2
414,720,290,176,476,491,444,155,2
387,711,325,164,549,515,405,139,2
424,853,338,201,625,545,384,164,2
421,880,365,209,626,554,385,161,2
336,916,353,203,608,542,194,140,2
318,826,308,198,578,539,174,128,2
250,799,261,172,430,365,139,115,2
163,657,232,110,219,202,107,68,2
144,642,191,88,189,147,82,61,2
132,536,174,66,150,126,60,55,2
108,478,167,63,116,101,56,52,2
102,418,164,67,92,58,49,47,2
94,400,174,61,81,44,39,41,2
78,406,167,65,58,38,35,33,2
60,353,146,67,51,42,33,34,2
64,352,144,67,44,42,30,33,2
69,350,135,52,37,39,31,34,2
86,308,112,63,35,43,35,41,2
95,259,100,59,47,52,38,43,2
96,251,98,57,49,47,37,41,2
91,243,98,55,49,45,37,41,2
98,273,94,58,52,45,42,45,2
90,263,73,45,51,47,46,47,2
88,261,77,48,47,46,55,53,2
91,266,80,47,47,43,54,55,2
97,273,73,48,47,46,55,56,2
100,318,96,47,45,46,58,58,2
98,322,120,48,46,42,56,56,2
93,318,118,45,41,34,46,52,2
90,323,114,45,44,35,48,50,2
84,395,133,48,45,31,48,49,2
70,386,120,43,45,30,40,43,2
72,367,103,40,43,34,35,44,2
71,353,107,36,40,33,33,42,2
71,348,110,39,33,31,30,43,2
71,292,94,35,36,31,31,45,2
69,247,94,40,36,31,33,48,2
63,233,83,43,35,23,29,44,2
62,227,71,42,38,24,29,43,2
61,241,86,42,40,24,32,46,2
65,249,81,40,38,24,30,43,2
73,256,83,40,39,25,27,40,2
65,257,84,39,38,25,29,36,2
66,302,110,39,36,24,30,38,2
80,303,97,38,34,33,36,46,2
76,286,108,44,32,34,43,49,2
76,273,112,41,33,36,45,51,2
75,299,112,43,35,37,44,52,2
75,265,92,42,38,40,44,53,2
64,253,91,41,39,34,40,44,2
65,277,75,33,40,33,32,40,2
57,266,74,36,38,31,32,40,2
55,231,77,35,38,32,35,38,2
53,241,83,40,48,41,40,39,2
50,257,92,44,47,42,38,39,2
62,231,96,48,44,42,39,39,2
61,248,89,46,44,42,37,38,2
74,289,91,49,45,41,43,49,2
75,293,82,47,31,29,39,48,2
78,298,75,43,30,27,42,55,2
75,281,68,38,32,26,43,55,2
74,278,68,41,32,25,45,55,2
64,232,68,36,29,27,38,51,2
65,240,68,38,33,30,40,57,2
67,268,67,42,39,32,38,53,2
60,276,68,44,38,34,36,56,2
58,287,67,42,37,35,33,53,2
55,292,94,46,40,33,32,51,2
61,280,101,44,42,32,27,50,2
67,262,106,38,37,33,32,48,2
66,253,108,40,40,32,34,49,2
69,239,105,40,43,31,35,51,2
73,244,84,34,44,32,38,51,2
67,235,76,33,39,31,40,43,2
53,191,74,36,38,28,35,43,2
53,200,76,36,37,26,33,38,2
61,194,84,36,35,25,39,43,2
61,225,109,37,31,25,38,40,2
60,232,108,38,32,24,38,41,2
61,237,103,36,38,25,38,39,2
68,242,104,32,37,25,39,40,2
54,237,101,34,36,27,31,34,2
50,203,79,32,35,26,30,38,2
58,189,79,33,39,30,31,48,2
60,206,88,34,34,31,34,48,2
50,178,90,35,36,36,33,48,2
53,250,94,35,36,37,36,46,2
65,291,88,36,38,43,37,43,2
56,302,88,33,32,42,33,34,2
51,298,78,32,30,41,31,32,2
54,318,76,33,37,40,29,30,2
51,292,73,32,38,37,26,33,2
48,268,80,44,41,29,27,39,2
49,265,79,47,41,28,30,37,2
70,258,79,56,42,27,34,47,2
74,236,77,53,35,25,39,47,2
75,266,74,55,35,26,40,49,2
69,262,61,46,27,26,40,47,2
70,255,63,44,29,27,43,47,2
57,359,83,34,28,36,42,42,2
55,384,88,35,27,35,38,41,2
53,356,102,35,27,35,36,38,2
57,397,105,36,29,37,38,40,2
55,414,103,37,30,36,36,40,2
52,345,96,36,33,26,33,38,2
55,334,111,37,32,27,34,42,2
57,329,99,36,33,26,34,41,2
51,269,97,37,37,25,32,36,2
57,240,110,36,37,25,27,36,2
53,283,106,34,34,26,29,35,2
43,259,82,35,35,26,29,35,2
42,273,81,35,37,33,32,38,2
46,294,89,30,35,37,44,41,2
45,305,78,35,39,38,48,39,2
52,242,77,35,41,38,49,40,2
56,255,103,37,40,36,50,36,2
56,247,105,36,38,31,50,34,2
56,214,101,38,35,28,40,31,2
51,218,103,33,28,28,34,33,2
46,244,101,34,31,26,32,33,2
48,256,76,34,31,27,30,36,2
55,243,73,36,32,27,26,40,2
57,247,80,37,33,24,34,41,2
58,247,80,40,35,37,43,43,2
59,226,79,38,30,37,43,40,2
57,201,87,38,31,37,44,39,2
50,237,90,37,30,40,46,35,2
49,237,78,34,29,40,40,34,2
53,242,82,31,28,30,30,32,2
65,233,81,32,31,36,34,33,2
65,233,77,29,31,44,42,34,2
66,205,78,30,32,41,42,37,2
63,209,81,29,31,42,42,37,2
58,198,80,32,31,41,41,35,2
49,214,79,33,29,37,40,33,2
45,221,73,33,28,25,28,31,2
44,211,87,33,30,27,26,28,2
49,208,87,36,30,27,28,34,2
51,205,81,35,34,37,30,37,2
41,175,80,34,33,37,30,39,2
41,163,85,36,35,40,31,39,2
40,165,68,35,34,39,31,40,2
43,203,84,35,33,38,34,41,2
41,262,86,35,29,29,31,38,2
42,268,89,42,31,27,28,37,2
44,268,82,41,30,35,36,36,2
44,269,82,43,32,34,35,36,2
39,277,68,46,37,35,43,38,2
41,205,64,45,35,34,43,39,2
43,214,64,39,35,35,44,43,2
45,211,66,40,38,27,37,43,2
52,232,80,40,37,27,37,42,2
57,210,86,39,34,28,28,43,2
57,214,88,40,36,28,28,42,2
58,210,85,41,36,27,29,39,2
58,226,86,40,32,27,32,39,2
52,202,75,38,29,25,33,40,2
53,185,60,31,28,24,29,35,2
51,192,58,30,29,23,30,35,2
49,237,60,28,30,23,29,34,2
45,235,61,28,29,23,26,35,2
50,256,75,27,31,23,28,35,2
43,250,74,29,31,21,29,29,2
45,248,74,30,31,24,29,30,2
48,201,75,27,29,35,30,31,2
50,230,102,29,30,40,33,31,2
45,211,91,29,31,41,30,31,2
44,230,91,32,30,42,29,33,2
43,220,92,32,30,42,30,32,2
43,265,101,44,35,33,32,38,2
43,230,73,42,34,26,29,35,2
49,244,78,44,32,26,35,43,2
47,229,79,42,32,37,37,43,2
48,230,77,43,31,39,35,46,2
43,171,61,33,26,40,32,43,2
41,191,64,35,29,40,35,45,2
32,180,58,39,29,43,31,36,2
35,181,56,46,33,40,31,41,2
36,180,63,48,31,37,32,35,2
36,176,67,59,33,37,36,33,2
36,163,68,68,30,37,36,36,2
36,212,105,71,33,33,39,37,2
34,227,105,69,29,26,38,30,2
31,233,107,68,32,29,38,36,2
32,239,109,60,32,28,35,36,2
34,234,131,54,31,27,35,33,2
46,177,102,49,34,53,47,41,2
49,141,104,47,34,55,47,40,2
50,130,159,76,34,56,56,41,2
52,131,169,80,33,58,59,43,2
56,119,153,78,33,59,59,42,2
48,98,155,78,30,41,46,37,2
45,95,157,78,31,39,47,38,2
48,97,106,48,31,54,39,40,2
46,102,87,43,32,58,42,39,2
42,106,87,44,33,59,40,40,2
39,113,97,42,34,55,41,40,2
39,122,108,48,34,56,41,44,2
37,120,100,49,32,39,37,38,2
35,102,98,48,30,30,28,40,2
32,99,106,50,30,32,37,40,2
31,92,93,59,30,42,50,47,2
30,87,78,54,30,48,52,48,2
28,110,82,55,30,47,53,51,2
29,110,92,65,32,47,54,53,2
29,109,77,62,31,45,50,52,2
30,108,81,50,27,35,38,48,2
36,142,85,55,28,27,35,45,2
34,158,103,65,30,27,36,43,2
34,160,108,56,27,27,33,39,2
34,159,124,59,29,25,33,40,2
41,180,128,67,30,26,32,40,2
37,158,123,63,28,25,30,37,2
37,138,111,51,25,27,29,38,2
38,135,100,50,28,25,30,37,2
38,138,80,46,28,26,31,35,2
32,159,78,35,29,26,30,33,2
31,149,80,38,31,30,30,32,2
32,140,75,39,32,28,28,31,2
31,145,68,38,31,28,25,32,2
31,147,64,37,31,27,23,33,2
38,124,60,40,29,27,23,34,2
41,149,64,40,28,25,24,34,2
39,147,65,39,29,28,25,34,2
41,146,66,40,29,29,25,31,2
44,185,77,41,29,29,26,30,2
40,176,80,39,27,30,25,27,2
40,161,78,38,29,29,23,30,2
40,158,75,40,28,27,22,31,2
41,163,94,40,29,29,26,31,2
37,125,88,37,27,29,25,34,2
34,164,81,39,27,28,27,35,2
33,162,82,36,24,29,27,32,2
33,177,81,32,27,26,28,33,2
27,175,68,31,25,25,25,33,2
28,168,65,30,27,24,25,30,2
32,136,62,29,29,25,25,30,2
34,138,55,29,31,23,25,34,2
38,147,61,27,29,24,25,32,2
40,141,47,28,31,23,24,32,2
43,146,46,31,32,24,23,32,2
39,131,69,32,32,22,24,31,2
39,173,78,32,32,24,23,27,2
36,158,73,35,34,24,23,28,2
35,158,73,33,33,23,23,29,2
30,151,76,33,31,21,26,28,2
29,212,60,36,29,23,27,31,2
29,180,48,37,29,21,27,31,2
30,173,57,37,26,25,29,31,2
30,174,61,40,27,27,29,32,2
34,178,58,37,26,28,30,31,2
34,95,53,34,25,27,28,27,2
38,161,72,39,25,31,29,29,2
39,166,67,38,27,27,28,29,2
39,180,72,38,28,27,27,30,2
37,178,73,38,27,29,25,30,2
36,175,74,39,28,28,28,31,2
30,124,62,35,29,25,26,28,2
30,130,67,33,25,23,24,29,2
29,120,63,30,23,25,24,27,2
31,131,63,33,27,21,24,27,2
34,131,61,30,27,21,26,26,2
35,129,61,28,24,19,29,31,2
36,119,52,30,26,25,30,31,2
33,106,45,30,26,23,29,31,2
32,125,45,31,25,24,31,33,2
29,146,45,34,25,25,29,36,2
30,151,66,34,27,27,28,33,2
29,177,72,37,27,23,26,32,2
30,181,75,36,27,24,27,33,2
32,163,76,36,25,24,24,32,2
35,150,78,35,27,23,26,29,2
38,142,66,36,24,23,24,28,2
35,104,58,32,24,23,26,29,2
36,161,75,36,28,25,30,29,2
35,159,72,33,28,24,30,29,2
33,160,73,34,27,24,28,31,2
29,159,66,33,26,25,30,32,2
34,176,67,36,32,26,29,33,2
33,126,46,32,27,23,28,31,2
31,121,46,33,29,25,27,34,2
33,129,49,34,29,24,30,35,2
33,122,56,36,30,22,25,33,3
32,122,70,37,27,23,26,31,3
32,117,69,38,28,22,24,31,3
34,122,70,38,28,22,27,27,3
31,104,64,35,29,23,23,26,3
35,121,84,38,31,26,25,29,3
31,101,77,35,30,25,24,30,3
31,114,78,34,29,29,26,31,3
43,179,81,35,27,29,25,38,3
43,195,89,35,26,30,25,38,3
40,186,65,27,26,27,26,39,3
40,194,58,28,23,29,26,38,3
42,187,57,31,24,26,24,37,3
28,124,56,30,24,25,23,32,3
32,107,43,31,25,25,26,32,3
33,135,44,31,23,25,25,29,3
33,127,44,31,26,23,23,27,3
34,135,58,30,25,22,23,30,3
33,132,56,29,26,21,24,31,3
36,128,56,29,25,19,24,28,3
35,98,55,31,28,22,25,32,3
36,90,58,29,26,22,25,33,3
35,77,45,26,27,21,25,32,3
34,76,41,27,30,22,26,29,3
30,76,40,25,30,22,25,32,3
58,163,77,28,30,42,39,32,3
96,358,80,33,31,62,54,35,3
182,445,105,47,52,121,127,51,3
211,516,128,66,72,171,179,71,3
464,733,159,91,97,190,207,141,3
549,764,273,113,183,327,361,198,3
577,826,337,125,214,360,475,228,3
616,882,361,142,222,364,500,296,3
692,975,482,155,225,399,572,322,3
633,890,497,151,224,425,583,324,3
637,896,452,147,186,349,537,301,3
708,817,427,145,170,320,461,299,3
693,820,429,131,182,355,526,238,3
662,811,379,120,194,312,512,225,3
608,843,365,116,193,273,521,198,3
561,914,379,112,217,321,520,197,3
463,958,437,120,242,397,537,182,3
446,945,455,117,242,383,450,180,3
386,885,401,113,240,402,417,151,3
403,821,434,115,252,426,403,154,3
393,743,423,108,250,427,382,144,3
361,686,396,92,231,391,338,144,3
373,629,370,99,215,386,347,143,3
379,644,410,96,223,396,301,137,3
364,704,446,90,207,400,316,130,3
426,849,466,92,195,389,365,142,3
444,858,457,92,223,403,399,131,3
410,862,468,82,221,393,393,134,3
438,909,483,77,273,409,385,144,3
458,880,420,71,320,427,368,138,3
477,767,433,70,314,396,299,155,3
478,771,424,68,336,478,270,156,3
481,753,393,67,347,510,340,154,3
444,638,341,72,292,486,354,148,3
464,640,391,80,240,445,346,149,3
410,616,359,78,229,450,393,130,3
400,679,353,77,145,352,463,123,3
397,754,362,82,136,331,414,117,3
430,814,379,75,141,312,390,119,3
387,875,343,75,142,318,387,122,3
333,929,365,71,170,335,341,110,3
326,856,367,79,206,312,308,112,3
356,867,365,87,203,295,334,128,3
326,841,314,92,222,308,347,132,3
311,789,303,90,219,295,344,138,3
311,759,270,95,241,343,345,138,3
343,785,257,92,248,383,285,142,3
330,792,284,79,246,384,262,134,3
313,786,310,75,228,374,248,129,3
301,770,290,66,243,399,269,114,3
312,802,269,64,199,356,282,115,3
305,795,241,61,154,296,263,125,3
284,773,252,65,146,268,229,143,3
287,848,238,77,165,284,235,163,3
293,884,238,80,144,257,233,175,3
320,846,236,78,149,248,214,178,3
300,856,239,81,142,258,226,190,3
300,808,188,81,141,276,273,204,3
293,740,183,66,111,244,270,199,3
279,694,191,62,104,246,294,196,3
233,734,210,63,85,212,289,201,3
217,771,220,56,77,188,288,180,3
206,744,213,60,101,195,259,145,3
206,780,224,63,115,241,276,136,3
234,796,212,63,116,233,236,136,3
276,752,209,56,118,242,309,131,3
265,677,196,56,117,249,309,126,3
254,823,200,47,121,241,299,135,3
322,791,160,44,108,204,284,135,3
312,768,169,41,110,220,332,133,3
259,699,152,43,139,233,291,129,3
276,747,167,49,152,232,300,131,3
303,655,162,57,171,228,299,130,3
235,626,163,55,252,256,297,120,3
239,686,137,55,257,267,292,111,3
273,682,131,54,249,276,280,103,3
282,717,140,49,268,322,270,100,3
292,668,163,38,256,310,278,91,3
319,728,258,49,180,295,278,129,3
311,647,276,54,176,268,208,153,3
375,670,280,55,206,291,250,160,3
369,687,325,58,191,278,287,162,3
352,720,321,59,178,285,279,161,3
340,674,261,52,185,287,325,141,3
346,732,265,58,200,309,349,136,3
283,761,278,74,158,280,319,154,3
297,794,233,74,134,260,284,156,3
306,762,232,74,156,287,280,157,3
323,755,247,76,148,275,223,163,3
322,730,240,72,143,291,196,149,3
290,690,263,55,152,300,200,128,3
268,581,355,63,197,299,190,125,3
268,577,436,89,187,284,213,120,3
244,633,426,86,185,279,205,103,3
236,592,441,88,228,363,209,102,3
237,673,455,90,226,348,194,105,3
258,789,388,89,186,328,196,105,3
271,807,338,65,177,344,174,114,3
258,738,354,64,186,365,185,115,3
266,770,330,58,132,284,179,127,3
266,720,326,62,123,297,170,122,3
269,602,319,57,122,294,163,130,3
235,615,294,59,122,259,162,123,3
240,637,276,63,111,226,170,145,3
246,607,289,71,87,200,158,146,3
247,689,262,65,86,169,164,144,3
259,730,318,71,86,177,163,139,3
250,725,305,72,105,214,173,139,3
249,779,322,71,118,250,163,110,3
260,823,329,73,195,242,186,96,3
262,799,321,79,213,246,178,91,3
235,775,311,71,214,244,177,91,3
260,791,336,68,208,224,155,101,3
276,728,322,77,220,206,173,109,3
254,716,312,69,201,205,158,111,3
258,704,363,65,190,211,158,117,3
252,642,351,70,201,221,181,111,3
246,603,316,67,200,219,205,105,3
248,585,346,57,177,200,183,98,3
246,595,355,57,136,196,168,93,3
250,590,361,61,136,195,168,99,3
236,634,333,51,117,179,143,101,3
253,683,332,55,121,232,147,101,3
248,717,352,55,119,267,163,109,3
265,734,343,67,120,284,164,109,3
258,701,302,63,116,289,158,101,3
279,732,309,68,122,296,159,102,3
255,725,314,68,118,249,147,100,3
234,744,282,70,120,240,150,102,3
216,725,277,59,99,208,161,95,3
302,752,250,66,91,204,187,108,3
309,729,252,65,106,204,192,110,3
301,677,247,64,99,199,191,107,3
312,690,250,62,86,155,190,110,3
342,704,266,61,97,167,180,110,3
276,648,311,55,97,156,158,96,3
246,602,334,69,84,148,156,102,3
315,623,344,72,100,212,178,109,3
309,574,332,68,100,229,166,95,3
273,487,326,70,92,218,163,94,3
274,488,283,68,94,226,166,102,3
285,492,241,55,99,247,164,91,3
222,485,274,52,103,213,125,82,3
234,476,306,60,137,233,123,80,3
253,553,330,61,139,247,125,87,3
240,614,332,59,141,258,188,80,3
240,622,337,56,143,247,209,99,3
263,664,330,63,130,237,234,108,3
255,695,296,58,103,220,234,116,3
248,708,267,54,104,220,238,114,3
279,692,265,61,137,215,206,117,3
290,751,301,62,143,227,182,105,3
