180	383	867	711	159	239	738	543
172	360	841	746	154	210	697	571
155	347	827	748	132	226	793	563
150	306	796	771	137	233	835	554
134	261	757	710	125	243	858	534
134	245	834	692	127	247	905	472
138	252	871	756	138	250	929	442
137	277	933	722	135	246	936	371
163	299	1007	716	139	217	845	365
188	354	996	751	151	254	913	326
186	384	981	743	142	240	825	392
192	452	1044	729	140	241	789	394
195	436	992	729	154	232	711	475
181	423	917	773	139	238	792	491
173	401	914	787	125	277	855	505
183	399	906	802	128	281	893	484
188	310	909	776	120	297	960	476
179	322	886	732	91	304	1030	418
185	338	892	624	99	306	1021	400
165	321	865	553	105	263	921	389
151	286	891	578	103	264	927	375
149	305	904	568	99	253	898	394
150	313	1075	604	103	248	822	382
142	317	1182	695	98	260	835	393
146	342	1213	735	105	237	851	411
163	401	1220	726	110	286	868	392
179	451	1165	715	128	305	891	406
183	429	1080	714	129	291	843	457
199	452	978	619	130	306	911	463
212	455	978	663	124	291	831	519
204	421	971	640	125	273	918	510
191	387	988	596	112	255	931	497
188	388	926	631	115	257	941	495
162	359	913	688	115	221	841	481
153	334	850	650	117	231	895	434
152	316	843	626	108	189	746	442
160	285	794	693	113	180	725	428
154	286	772	641	105	177	722	362
150	257	725	565	95	177	715	339
138	237	807	598	98	147	654	328
130	249	803	603	98	146	656	355
95	236	812	532	89	150	665	328
103	244	843	509	91	225	839	334
109	263	862	468	87	233	858	375
126	364	869	490	77	253	866	372
135	388	858	534	86	254	848	356
144	413	828	566	88	249	835	436
138	408	828	622	88	201	687	428
134	391	798	650	87	190	704	443
131	331	682	569	87	172	664	424
130	302	751	535	89	160	644	408
134	272	834	586	90	174	625	351
139	313	847	533	91	182	730	348
142	324	883	532	95	183	734	308
130	294	899	521	94	177	729	348
119	284	851	514	84	199	823	357
98	270	802	417	79	200	838	344
108	231	821	377	81	201	767	344
113	225	834	394	79	221	734	342
116	261	814	449	99	227	732	330
113	273	807	460	102	211	658	328
122	288	781	477	103	258	676	323
145	298	747	501	102	256	692	316
148	362	715	535	113	243	670	293
146	333	769	552	96	248	678	249
148	323	759	579	91	261	756	239
149	350	797	548	96	211	730	245
111	338	783	587	100	194	696	290
96	265	781	540	95	177	679	302
122	303	857	558	101	173	706	306
133	295	884	607	107	175	644	372
133	263	883	610	104	171	640	381
138	260	906	579	99	165	615	376
148	261	930	597	100	190	635	421
155	246	870	596	101	180	616	424
146	248	919	571	97	163	588	391
146	229	945	638	110	164	535	392
143	224	943	639	110	175	570	358
138	220	962	703	105	154	568	324
105	185	958	699	104	152	538	312
125	201	861	661	106	175	648	301
122	225	855	624	90	176	629	294
129	240	929	648	91	168	623	343
124	233	898	634	101	164	613	330
