657	899	553	1344	1489	1220	289	312
712	949	583	1245	1545	1317	316	426
762	963	685	1243	1611	1489	395	449
722	864	736	1301	1614	1592	455	454
874	971	712	1243	1600	1593	527	631
928	946	662	1218	1585	1533	612	687
1004	1027	715	1168	1456	1514	671	697
967	1014	800	1207	1274	1400	823	710
983	1029	750	1179	1321	1341	862	786
1008	998	776	1263	1336	1432	836	818
978	1040	843	1146	1391	1518	971	795
987	1048	881	1468	1517	1577	1033	818
1194	1173	868	1560	1635	1636	1045	991
1293	1195	907	1554	1616	1595	1061	1029
1183	1200	859	1535	1620	1555	1191	942
1137	1147	872	1597	1545	1389	1127	918
1110	1039	840	1389	1443	1279	1070	875
958	937	721	1296	1388	1223	954	729
898	971	679	1265	1389	1203	908	662
904	908	795	1313	1433	1152	846	661
853	815	818	1280	1458	1349	790	678
852	903	832	1335	1422	1423	827	767
896	896	851	1293	1311	1405	864	768
849	816	916	1449	1393	1538	950	728
828	881	867	1378	1322	1589	930	679
883	880	789	1395	1267	1421	959	658
882	819	853	1378	1368	1386	930	596
1004	930	830	1382	1490	1431	900	595
1113	952	756	1347	1474	1393	815	667
1225	979	767	1403	1509	1261	847	750
1180	988	752	1455	1638	1380	786	755
1181	1070	590	1436	1562	1333	844	827
1222	1147	621	1365	1475	1234	876	948
1214	1179	631	1223	1403	1190	859	1027
1128	1073	568	1180	1294	1350	754	1006
1105	1055	599	1052	1158	1245	727	991
1129	1030	637	1002	1197	1219	602	881
1109	786	645	1140	1279	1206	603	825
967	652	633	1272	1305	1241	596	678
975	788	580	1237	1388	1232	633	660
1138	889	619	1271	1419	1300	854	936
1164	834	663	1323	1393	1405	930	1137
920	819	606	1234	1304	1430	851	1036
973	892	659	1134	1297	1414	928	1032
1020	845	668	1148	1343	1443	954	1026
883	762	592	1154	1304	1390	751	847
763	788	483	1150	1235	1340	780	785
813	794	499	1153	1320	1369	819	848
820	814	535	1121	1271	1383	744	834
791	788	521	1063	1145	1295	725	936
1006	852	569	1197	1208	1397	778	1034
1083	798	640	1233	1362	1347	728	1090
1054	783	683	1281	1332	1388	746	1043
1110	838	643	1324	1423	1256	738	1081
1138	908	662	1324	1435	1177	706	1017
937	848	680	1206	1391	1135	772	902
811	849	644	1094	1242	1197	696	612
1063	992	592	1017	1236	1059	719	805
986	882	560	1061	1201	1229	792	821
881	746	599	1187	1207	1356	768	780
886	710	502	1190	1308	1341	642	741
957	787	457	1168	1333	1353	697	801
897	677	482	1195	1327	1403	627	766
843	668	444	1106	1216	1307	477	670
879	718	335	943	1212	1215	499	676
938	835	369	872	1072	1119	535	704
900	750	355	897	1100	1167	548	652
690	693	381	851	1068	1241	570	460
801	805	416	831	1143	1325	640	577
841	912	450	914	1161	1410	712	743
842	828	433	1006	1204	1437	792	937
795	827	465	966	1197	1524	827	930
855	894	376	990	1250	1420	824	941
851	922	351	1049	1240	1379	789	890
895	851	307	1040	1212	1302	708	774
820	815	285	1077	1387	1293	578	484
815	900	230	1109	1412	1076	438	470
767	908	239	1136	1312	1063	413	548
699	844	229	1122	1352	1079	446	577
530	777	241	1178	1412	1073	431	542
562	827	236	1016	1141	1059	482	552
576	743	268	1084	1222	1182	527	559
539	619	271	1119	1326	1232	510	432
476	525	263	1093	1224	1167	468	447
636	576	253	1006	1173	1119	545	531
596	590	257	1064	1244	1107	517	517
619	605	227	938	1066	952	495	522
644	614	273	923	1112	898	513	650
725	614	259	967	1225	847	528	752
676	614	259	962	1224	845	499	798
685	561	313	1001	1249	910	478	796
665	529	319	1124	1332	921	441	790
754	717	301	996	1221	875	521	708
813	823	300	899	1115	908	525	617
836	881	295	860	1077	893	456	524
855	886	254	786	1066	865	468	558
898	979	301	758	1016	929	568	623
869	914	288	937	1086	1036	482	622
731	805	299	963	1095	1071	467	562
724	751	342	1056	1311	1102	519	585
748	797	383	1251	1366	1208	708	608
732	763	368	1319	1451	1210	642	572
690	732	373	1283	1428	1277	701	571
776	771	367	1310	1537	1275	770	605
725	742	334	1364	1447	1289	746	534
679	700	292	1232	1375	1147	592	510
778	727	272	1115	1322	1117	745	567
819	815	357	1168	1355	1085	713	574
754	783	381	1213	1258	1117	634	515
781	819	377	1148	1219	1171	709	559
932	977	371	1067	1165	1171	796	607
889	877	435	1275	1346	1390	792	576
838	778	372	1246	1426	1358	771	564
847	797	367	1195	1418	1369	770	564
823	896	394	1173	1470	1439	698	547
649	718	382	1224	1512	1434	578	452
584	778	297	996	1379	1269	466	446
651	913	293	899	1216	1235	539	496
675	920	266	911	1242	1203	531	509
645	769	251	869	1183	1103	544	469
655	797	318	869	1244	1188	687	552
724	835	321	829	1134	1051	732	694
671	749	316	943	1113	1022	707	678
671	754	342	940	1143	1003	717	661
715	789	359	943	1133	958	825	718
822	851	327	1039	1227	1092	730	677
724	746	331	1093	1251	1132	617	472
709	735	315	1034	1302	1113	577	444
783	825	307	1008	1314	1070	606	492
780	903	294	1061	1306	1074	457	485
641	790	284	999	1270	914	438	440
647	802	280	1040	1249	913	443	473
648	741	301	1068	1242	1110	438	467
546	757	363	1261	1299	1238	475	474
496	707	341	1234	1349	1242	428	428
638	927	327	1151	1233	1190	544	466
709	1038	345	1191	1323	1313	656	495
703	1028	338	1189	1328	1194	680	519
728	1010	241	989	1286	1089	622	459
821	1033	265	969	1192	1163	722	490
846	886	353	1203	1411	1337	716	560
823	736	343	1157	1372	1285	599	529
871	826	363	1189	1430	1250	657	515
917	932	366	1180	1358	1289	801	621
