240	337	84	45	82	58	122	44
223	270	63	43	82	62	87	41
231	256	56	41	84	61	81	39
275	255	56	48	81	61	79	35
275	235	57	47	82	54	60	33
278	238	51	46	67	57	78	34
317	241	53	45	69	61	95	32
325	213	48	45	71	62	96	34
268	214	43	35	87	62	96	33
264	198	44	35	94	61	97	33
267	205	48	39	94	48	84	33
218	212	45	38	92	48	64	29
242	223	45	37	101	60	61	39
249	226	50	37	112	61	59	40
242	231	47	36	102	62	65	40
244	229	46	32	100	63	55	41
275	192	43	33	97	59	52	45
234	205	44	35	88	47	59	36
215	208	42	38	77	47	59	33
221	205	42	37	71	46	53	34
253	202	42	39	73	45	50	33
230	250	44	37	75	38	60	28
221	231	41	35	80	36	53	28
224	229	36	34	67	62	53	32
226	240	41	40	72	64	53	32
195	242	52	42	73	66	62	34
176	190	52	42	81	66	60	33
179	184	54	44	73	66	59	35
175	187	56	43	75	44	57	34
251	179	53	42	74	39	55	33
263	204	50	39	118	62	56	35
277	241	47	40	115	67	55	36
285	251	45	41	113	67	61	36
336	258	47	40	108	63	60	35
281	268	54	38	109	64	70	39
294	245	48	38	87	53	69	36
303	207	50	41	85	59	66	34
304	195	51	47	87	60	64	34
246	198	51	49	88	61	66	33
243	195	43	47	85	60	65	30
204	206	43	46	68	49	60	34
164	210	41	41	72	42	59	33
227	251	46	34	70	47	56	36
272	247	43	33	69	51	58	41
292	238	44	35	67	52	52	40
292	246	43	36	54	79	60	40
290	244	42	42	60	86	61	40
268	201	36	41	71	101	64	35
252	205	38	42	80	104	62	32
249	205	41	46	83	106	66	31
239	193	39	44	81	88	60	26
262	210	44	39	88	87	62	32
238	210	45	41	85	74	62	32
262	202	45	43	76	89	75	37
254	207	43	38	86	89	71	39
268	238	46	38	86	88	68	42
248	228	41	36	75	80	65	36
252	244	42	36	83	86	67	37
238	232	40	29	98	75	71	35
230	256	40	28	100	90	72	34
272	231	34	29	102	96	70	36
288	232	36	30	111	115	73	40
279	225	36	29	102	107	77	39
259	239	38	34	91	101	64	35
288	248	42	35	79	86	64	39
260	250	50	38	90	98	65	37
239	245	52	38	95	75	71	37
276	244	54	42	96	71	62	39
305	232	53	37	95	72	55	41
283	184	49	41	94	69	56	39
269	177	47	40	83	49	58	37
282	174	44	41	60	51	48	37
259	168	44	43	59	59	56	37
204	187	50	47	56	63	58	35
214	206	54	47	62	75	51	31
231	180	54	49	75	71	61	33
214	189	53	49	83	70	67	32
248	197	58	50	79	73	67	35
249	184	53	45	83	69	66	35
229	180	47	42	80	58	68	34
209	197	41	38	90	86	59	32
210	215	53	45	91	105	62	34
154	203	49	40	96	110	58	31
158	205	50	43	96	121	62	34
169	243	54	41	99	129	63	36
164	235	57	43	77	113	61	37
167	211	48	33	70	111	66	34
240	214	46	38	70	103	68	32
252	250	48	39	71	90	69	33
260	203	43	41	66	79	65	32
265	203	40	41	71	82	71	32
328	223	38	46	100	66	63	35
283	239	49	47	105	77	63	40
284	212	46	47	100	79	65	39
297	267	51	48	101	79	72	44
333	273	53	47	113	78	69	46
297	263	54	46	84	81	63	48
289	249	41	41	83	68	68	44
266	242	45	43	87	75	70	42
296	179	42	41	85	75	66	40
277	262	45	43	72	73	66	38
279	295	44	39	72	65	68	45
294	289	46	39	59	65	62	45
303	293	44	34	55	57	53	47
247	294	44	39	60	65	52	46
218	251	46	42	61	62	53	47
216	219	44	42	70	74	56	37
256	230	46	47	70	76	56	37
258	218	44	48	70	72	55	35
274	216	42	46	65	66	52	38
