Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
44,91,325,255,53,28,52,62,3
43,91,283,243,51,28,45,51,3
43,92,273,237,51,28,45,55,3
43,83,326,197,52,29,42,57,3
32,84,360,213,45,28,36,51,3
35,90,409,212,47,28,34,50,3
34,91,416,215,46,27,41,66,3
36,93,457,226,48,26,45,69,3
33,92,440,246,49,25,54,70,3
32,74,380,187,42,24,57,77,3
30,68,339,173,40,22,61,88,3
31,66,403,187,43,24,58,81,3
32,62,419,208,46,28,56,79,3
39,75,427,196,41,30,74,84,3
38,70,443,193,44,30,77,83,3
39,75,442,199,43,31,76,71,3
43,79,415,216,45,32,78,77,3
41,83,398,184,43,30,78,73,3
37,70,391,187,43,28,72,75,3
39,85,372,200,40,28,70,75,3
38,83,366,193,46,30,69,75,3
32,76,317,160,40,28,66,66,3
40,97,404,180,47,29,74,75,3
38,93,382,157,48,27,58,66,3
36,80,400,177,50,28,65,70,3
36,79,404,199,46,26,66,69,3
37,80,420,200,46,26,69,75,3
32,54,343,203,41,23,61,65,3
36,63,417,228,43,26,61,70,3
35,62,394,198,39,24,49,60,3
35,61,388,200,46,26,46,64,3
34,62,374,194,47,25,43,59,3
34,62,385,200,53,28,38,63,3
30,55,295,167,50,26,36,59,3
35,83,414,191,55,30,68,73,3
34,82,434,195,48,28,70,73,3
35,82,498,268,47,29,69,72,3
35,81,482,260,36,26,69,73,3
34,83,479,312,42,28,73,72,3
30,55,411,313,36,24,45,62,3
31,58,451,342,36,25,44,64,3
33,59,420,309,38,26,43,61,3
30,54,372,326,37,27,44,55,3
32,55,392,328,34,27,38,68,3
33,56,371,318,34,28,41,68,3
36,53,415,311,34,29,52,70,3
37,58,414,294,33,28,52,74,3
38,55,443,274,34,26,54,80,3
37,53,489,233,35,27,55,80,3
38,54,506,261,38,29,63,91,3
35,54,429,239,36,26,52,86,3
37,57,449,261,42,31,55,87,3
39,59,432,263,42,31,51,81,3
42,62,412,270,44,33,57,74,3
39,57,378,241,40,30,47,56,3
44,70,410,265,47,34,51,63,3
38,64,352,268,47,32,47,57,3
36,64,346,261,50,35,46,57,3
33,67,313,246,47,32,42,57,3
34,73,330,256,49,33,40,54,3
29,63,340,221,44,30,45,51,3
28,62,343,232,43,29,44,52,3
30,65,377,233,41,26,48,61,3
31,66,417,263,42,28,43,64,3
31,59,403,251,40,26,44,73,3
29,66,445,245,39,26,38,74,3
32,65,463,226,35,25,40,75,3
29,66,456,227,40,27,38,70,3
28,64,438,180,42,27,40,69,3
28,64,438,192,43,29,41,65,3
31,56,366,174,44,31,37,58,3
30,61,390,195,44,30,36,58,3
29,56,392,199,39,29,34,52,3
28,48,365,211,37,27,36,43,3
27,53,464,210,38,26,37,54,3
28,57,491,230,43,25,44,59,3
32,59,483,212,42,26,46,59,3
31,60,475,199,39,24,45,61,3
32,60,477,202,41,25,44,62,3
34,62,493,193,41,27,57,71,3
32,56,454,180,37,25,57,72,3
39,67,450,156,43,26,55,72,3
41,67,435,155,45,26,55,71,3
40,65,415,177,46,26,62,73,3
41,60,274,174,46,26,50,52,3
39,61,357,182,47,28,50,52,3
31,46,327,191,41,25,53,56,3
31,48,359,199,40,26,53,58,3
31,47,359,157,36,24,43,68,3
29,47,365,174,37,23,43,70,3
29,47,288,191,33,23,43,75,3
30,40,307,190,33,24,39,71,3
31,50,283,199,38,25,41,74,3
29,53,299,210,35,25,39,66,3
30,53,291,256,39,26,40,65,3
34,51,291,245,41,28,39,64,3
34,53,256,242,44,28,40,63,3
36,54,291,246,44,27,41,60,3
37,54,309,239,44,27,43,60,3
37,56,353,204,42,26,42,61,3
32,57,334,200,41,23,43,65,3
34,62,374,236,47,27,44,76,3
30,55,373,228,50,28,48,81,3
32,54,356,223,54,28,51,76,3
30,51,329,210,52,30,49,74,3
30,50,386,230,52,29,49,64,3
28,40,399,183,44,25,49,54,3
28,42,438,188,36,27,44,58,3
29,41,486,216,33,28,43,72,3
31,47,476,204,30,25,43,78,3
31,49,442,184,34,25,43,78,2
33,55,447,209,41,30,48,80,2
31,51,387,202,42,27,47,69,2
35,62,341,196,48,30,43,56,2
34,60,354,227,49,30,43,51,2
36,67,363,283,50,33,45,52,2
32,60,322,284,43,28,37,43,2
33,59,303,280,43,29,37,49,2
27,48,348,275,37,25,35,49,2
26,46,340,254,38,24,37,49,2
26,34,345,203,33,23,38,57,2
28,58,372,195,35,26,39,58,2
32,68,394,197,38,26,50,63,2
47,73,363,195,37,26,56,69,2
50,77,385,185,38,27,62,70,2
53,80,369,173,39,26,60,64,2
55,66,329,161,40,24,60,63,2
54,62,363,159,38,23,53,54,2
42,57,382,159,36,23,48,45,2
39,51,411,192,37,25,41,50,2
36,71,554,173,37,26,39,56,2
32,70,546,161,33,27,40,60,2
32,68,538,219,42,29,40,63,2
32,73,516,208,45,29,39,66,2
30,72,477,203,43,27,36,59,2
26,48,286,209,41,26,36,55,2
27,52,336,212,44,25,41,58,2
26,58,335,216,38,24,38,52,2
26,62,396,233,39,27,35,49,2
29,64,418,214,40,27,40,48,2
45,80,453,218,44,28,43,42,2
70,78,424,234,41,27,36,34,2
122,73,407,186,42,27,38,45,2
125,66,362,176,46,24,39,43,2
125,65,339,176,52,25,34,43,2
122,45,287,185,105,28,27,42,2
110,42,271,190,116,33,30,41,2
43,34,232,180,121,33,25,28,2
33,29,149,179,121,33,25,26,2
33,24,101,181,121,34,22,25,2
36,24,69,152,82,34,24,23,2
35,27,69,170,129,35,22,20,2
35,24,60,177,136,37,23,19,2
36,24,56,162,138,38,25,22,2
34,25,55,186,139,38,26,23,2
23,24,54,184,136,33,24,22,2
22,23,38,137,96,30,23,23,2
20,24,36,128,90,27,22,24,2
18,24,35,133,91,26,19,21,2
19,24,27,84,88,23,20,21,2
21,24,26,83,88,25,22,21,2
21,23,26,87,74,22,24,20,2
22,23,39,86,59,20,25,19,2
23,22,38,84,49,21,24,20,2
22,21,38,87,48,22,24,20,2
23,22,40,110,63,22,23,19,2
22,20,39,106,62,25,21,19,2
22,21,28,104,66,26,19,20,2
21,23,27,100,66,27,21,19,2
23,21,29,95,66,26,22,17,2
21,21,29,79,54,25,21,18,2
21,22,29,80,56,22,22,18,2
23,22,27,72,62,24,23,18,2
21,20,28,82,63,22,22,18,2
19,21,28,88,65,22,21,18,2
20,21,25,80,63,23,21,18,2
21,21,26,84,59,24,20,18,2
19,22,28,90,53,22,19,16,2
21,22,27,83,52,24,20,16,2
22,22,24,79,48,24,20,16,2
23,21,24,89,47,22,20,17,2
22,21,24,83,48,22,20,17,2
22,22,22,71,37,20,19,18,2
22,23,25,87,85,23,21,18,2
22,21,25,89,93,24,21,19,2
22,21,25,84,94,23,22,18,2
21,23,24,87,95,24,21,19,2
21,21,23,87,97,25,21,17,2
20,22,23,67,59,22,18,16,2
19,23,26,75,48,22,17,16,2
18,23,29,96,56,22,19,18,2
20,22,30,95,56,21,20,18,2
21,22,31,101,57,21,20,20,2
22,21,32,103,57,22,21,20,2
21,21,31,114,60,24,23,22,2
20,22,28,93,52,24,23,19,2
22,21,27,90,52,24,23,21,2
21,20,29,93,58,23,24,22,2
22,22,28,98,60,23,24,21,2
23,22,26,77,59,20,22,20,2
24,19,28,87,59,19,20,21,2
23,21,28,100,56,18,20,20,2
23,20,28,107,55,22,19,19,2
23,18,24,100,51,21,18,21,2
22,20,25,104,49,21,19,22,2
22,22,24,96,51,22,18,22,2
21,23,24,89,55,23,20,22,2
22,23,22,95,50,22,20,21,2
20,23,27,113,51,23,19,21,2
19,23,27,107,52,23,18,21,2
20,21,25,109,52,25,19,21,2
18,19,27,106,48,24,18,19,2
18,20,26,84,46,22,19,19,2
21,20,24,70,44,23,19,19,2
21,20,23,77,39,23,21,18,2
23,21,24,73,37,19,21,19,2
23,21,21,72,43,21,22,20,2
23,22,22,69,43,23,21,20,2
20,22,20,64,42,21,22,20,2
21,22,23,62,43,21,22,20,2
17,22,23,81,45,22,22,17,2
18,22,24,79,40,21,20,17,2
19,22,23,81,41,20,22,17,2
20,22,24,82,43,20,21,19,2
19,25,27,81,41,20,20,18,2
21,23,26,66,38,22,20,19,2
21,25,70,74,40,23,20,20,2
19,24,74,77,37,22,18,21,2
19,25,75,78,35,22,18,20,2
20,26,78,82,41,22,18,20,2
18,28,81,89,43,20,17,21,2
20,27,61,85,43,20,17,20,2
20,27,57,80,43,20,18,19,2
21,25,58,79,43,20,19,19,2
20,22,51,77,43,21,20,18,2
22,22,54,74,41,20,21,17,2
21,21,41,72,39,20,23,18,2
21,22,41,75,41,21,22,22,2
21,22,40,81,47,24,21,21,2
22,20,39,82,46,23,21,23,2
22,18,33,83,50,23,20,23,2
23,21,36,82,55,23,19,23,2
23,20,47,80,54,22,19,20,2
22,20,49,67,50,21,19,21,2
22,23,57,59,50,21,21,22,2
23,25,67,49,46,22,21,22,2
21,26,72,107,47,21,19,23,2
21,26,66,112,56,24,21,24,2
22,27,70,113,54,24,21,22,2
21,25,70,113,50,26,20,21,2
21,25,61,113,50,25,20,19,2
21,23,59,57,44,24,22,17,2
21,23,64,48,36,23,22,16,2
20,23,61,59,38,22,23,19,2
20,24,55,59,37,20,23,20,2
20,24,68,61,38,23,23,21,2
20,24,66,63,42,23,22,21,2
21,23,64,61,38,23,21,22,2
22,24,61,49,36,24,21,21,2
21,24,61,68,38,23,21,20,2
22,23,52,86,40,22,22,19,2
22,24,60,86,40,24,21,21,2
23,23,59,83,40,24,22,20,2
22,24,60,83,43,22,22,20,2
22,26,64,76,45,23,20,21,2
21,24,59,79,49,23,21,21,2
22,23,45,88,59,20,21,19,2
21,25,44,93,65,20,21,19,2
22,24,60,95,66,21,22,21,2
23,24,72,105,66,24,22,20,2
22,26,80,93,64,23,21,20,2
21,26,86,89,53,25,19,22,2
22,26,88,85,47,24,19,22,2
20,24,83,98,44,24,19,20,2
19,24,71,83,43,21,20,20,2
19,25,59,84,42,21,22,18,2
19,25,51,89,41,19,23,16,2
19,24,56,98,46,20,22,18,2
21,26,49,84,45,20,22,17,2
22,25,53,81,43,19,22,17,2
22,25,53,71,40,22,20,19,2
22,25,53,69,38,21,20,22,2
21,24,50,62,33,20,21,22,2
22,22,47,58,33,20,21,22,2
22,24,41,73,34,21,20,23,2
22,20,38,80,37,20,20,21,2
21,20,37,89,41,20,20,20,2
24,23,32,87,47,20,20,19,2
24,25,31,89,48,21,20,19,2
24,23,33,79,48,20,19,18,2
24,25,35,81,46,20,18,18,2
24,25,34,59,42,20,19,17,2
22,24,31,57,35,21,19,19,2
22,22,33,65,34,21,19,18,2
21,23,29,65,35,22,19,19,2
23,22,30,66,34,20,19,20,2
22,23,33,69,35,19,21,23,2
24,24,32,80,38,19,19,20,2
25,24,31,74,44,21,20,22,2
24,23,31,74,50,22,21,23,2
22,24,30,64,51,24,21,23,2
23,24,28,61,52,25,18,21,2
20,23,28,57,50,24,21,23,2
18,25,29,104,44,24,20,24,2
18,26,30,106,37,24,19,22,2
19,26,34,118,38,24,21,22,2
19,27,42,131,38,25,23,22,2
19,28,42,130,50,27,22,21,2
19,28,41,119,66,28,20,19,2
20,28,42,133,69,29,21,20,2
22,27,39,129,69,28,22,22,2
20,27,40,117,70,27,21,22,2
21,25,47,128,64,27,21,24,2
21,25,48,110,51,25,21,24,2
21,24,48,94,50,23,20,23,2
19,25,48,100,50,23,18,22,2
19,24,40,103,53,23,19,21,2
21,25,31,84,53,25,20,21,2
21,24,33,85,51,24,21,21,2
20,23,31,110,50,25,22,23,2
22,22,32,99,60,26,22,22,2
23,25,52,105,60,25,21,23,2
22,24,54,107,57,22,19,21,2
21,23,53,105,57,22,20,21,2
23,23,53,101,60,23,20,19,2
22,25,52,99,56,22,21,20,2
21,21,38,91,53,22,21,20,2
23,25,33,97,57,22,21,20,2
23,24,33,114,56,23,21,19,2
22,25,33,95,49,20,20,19,2
24,24,37,93,41,21,21,20,2
25,25,37,97,40,21,20,19,2
23,22,41,122,37,23,20,20,2
24,22,40,108,38,22,19,20,2
26,22,43,114,45,24,21,20,2
25,23,41,131,46,21,18,19,2
23,24,42,156,47,23,19,20,2
25,24,40,144,54,22,18,19,2
24,24,41,143,56,24,18,20,2
23,24,39,154,56,24,17,20,2
21,24,36,144,60,25,18,19,2
24,25,31,118,60,25,18,19,2
21,24,31,112,54,26,20,21,2
22,26,31,128,53,24,20,22,2
23,28,31,106,50,22,19,23,2
21,27,30,106,43,22,20,23,2
20,26,31,106,47,23,19,22,2
21,28,33,100,50,23,17,19,2
21,28,37,83,53,23,19,20,2
23,26,35,92,56,25,19,21,2
24,26,37,100,60,25,22,22,2
23,25,37,96,59,22,22,23,2
24,24,37,93,54,22,23,23,2
22,23,33,96,55,22,22,20,2
21,23,38,113,52,20,24,23,2
21,22,35,103,48,21,22,22,2
22,24,36,105,53,22,22,22,2
21,23,34,109,56,23,22,21,2
22,23,33,105,58,25,22,22,2
20,22,29,80,57,25,20,20,2
18,23,33,91,61,27,20,22,2
18,23,30,99,56,28,22,21,2
18,23,32,105,57,28,20,21,2
19,23,33,113,51,27,20,21,2
20,24,33,143,64,27,20,22,2
23,26,31,144,61,25,20,20,2
22,25,33,137,64,23,19,21,2
22,26,38,133,63,23,20,22,2
21,27,41,130,64,23,20,21,2
21,26,38,116,52,23,20,20,2
19,24,39,114,50,23,20,20,2
22,24,38,117,52,24,21,21,2
23,23,37,115,52,23,20,22,2
23,21,32,106,51,24,21,24,2
22,20,34,91,49,24,21,25,2
22,25,32,93,49,23,20,24,2
22,24,37,105,46,22,20,23,2
20,24,33,109,41,22,20,23,2
20,25,34,116,48,22,18,19,2
21,26,32,119,50,20,18,19,2
22,22,35,112,53,21,19,19,2
21,23,29,93,54,22,17,19,2
23,24,31,99,57,23,18,17,2
24,24,35,118,50,22,17,16,2
23,23,36,117,48,23,16,17,2
21,23,35,114,49,23,17,17,2
22,25,37,129,55,23,18,18,2
21,24,37,136,59,20,20,19,2
20,22,33,118,60,23,22,20,2
20,22,35,114,59,24,22,19,2
19,23,35,113,55,23,21,19,2
21,20,34,118,46,23,21,19,2
20,20,34,111,38,25,20,18,2
21,22,32,107,40,23,17,17,2
20,24,31,109,50,22,17,20,2
22,23,28,123,56,23,20,22,2
21,26,26,101,58,22,21,22,2
21,28,27,99,59,20,19,23,2
22,28,31,101,65,21,20,24,2
23,26,30,96,67,22,18,22,1
22,26,32,82,61,22,15,19,1
21,25,33,86,59,21,18,21,1
22,23,33,88,65,22,22,20,1
22,24,32,83,60,22,23,19,1
21,23,33,90,57,22,26,21,1
20,25,32,96,64,21,25,21,1
20,25,30,94,65,23,24,20,1
20,23,29,88,63,24,22,20,1
19,23,27,111,76,23,22,19,1
22,25,28,118,76,24,19,18,1
23,22,31,113,75,23,21,19,1
23,23,32,118,72,22,22,19,1
24,26,33,115,66,23,21,21,1
22,26,33,105,51,22,21,23,1
20,23,31,98,45,22,21,21,1
20,24,31,103,49,23,20,20,1
18,25,30,101,53,23,19,22,1
18,23,32,111,63,24,19,20,1
20,23,31,104,63,23,19,20,1
22,24,30,110,62,22,22,23,1
23,25,29,112,61,22,21,24,1
24,23,28,122,71,23,22,21,1
27,22,23,123,64,21,23,21,1
29,24,33,124,66,22,23,21,1
28,26,44,160,71,22,21,18,1
28,25,45,165,82,25,22,18,1
40,32,52,168,79,26,23,23,1
47,42,54,163,80,29,22,23,1
52,46,53,172,78,29,22,23,1
60,53,69,161,79,29,22,26,1
91,58,76,172,74,28,53,63,1
131,61,88,239,72,28,55,66,1
176,77,114,260,70,26,59,72,1
191,87,197,267,69,26,61,80,1
215,94,228,265,67,31,76,108,1
264,127,275,274,73,35,76,147,1
319,141,275,212,70,38,76,153,1
326,153,273,188,70,43,81,170,1
359,175,236,175,72,48,128,187,1
352,185,232,178,73,50,144,188,1
328,165,185,167,68,49,140,155,1
290,177,183,186,82,55,208,155,1
261,159,173,186,103,54,211,142,1
209,132,155,183,109,50,189,116,1
208,114,154,191,130,53,177,94,1
201,125,159,192,141,54,175,102,1
235,102,155,208,139,52,98,134,1
280,113,154,213,139,50,85,138,1
403,133,156,228,165,56,87,188,1
453,157,110,248,156,52,92,202,1
480,173,77,252,154,51,96,205,1
494,197,97,254,160,47,89,190,1
480,197,146,278,173,47,87,182,1
403,183,143,268,147,42,82,137,1
430,194,141,226,138,43,71,143,1
412,179,141,206,128,42,60,140,1
387,155,129,190,117,45,60,148,1
414,161,70,156,101,46,59,151,1
513,213,75,164,109,45,56,153,1
455,204,78,195,108,42,49,130,1
517,207,77,203,105,43,55,138,1
522,201,75,205,100,37,44,119,1
508,189,71,198,76,32,43,120,1
553,274,86,216,88,45,81,230,1
558,287,85,189,89,45,79,232,1
498,282,85,193,90,43,77,225,1
554,303,90,180,112,44,80,233,1
544,305,90,176,118,44,82,235,1
378,203,66,150,102,31,51,128,1
388,192,70,162,109,37,53,129,1
378,191,69,144,108,35,50,122,1
262,156,65,136,97,34,45,105,1
251,153,65,150,93,35,43,95,1
239,130,59,153,91,33,36,76,1
343,127,47,144,83,29,62,82,1
356,129,47,153,84,30,69,79,1
344,125,37,155,73,30,69,73,1
387,134,41,165,76,30,70,84,1
399,136,47,181,92,32,71,87,1
294,96,45,181,95,35,46,75,1
272,98,46,193,102,35,34,74,1
292,123,48,199,113,36,35,80,1
237,117,47,195,110,35,31,70,1
302,127,43,176,102,34,34,89,1
295,137,41,174,97,30,37,89,1
380,147,41,157,88,30,45,105,1
388,142,42,176,78,29,47,102,1
403,144,40,181,86,34,48,110,1
364,139,40,178,85,36,46,96,1
386,127,41,196,90,37,43,95,1
342,119,39,193,93,37,35,80,1
353,136,41,161,85,37,35,80,1
375,147,42,137,92,35,36,79,1
359,141,39,132,86,34,35,75,1
336,144,38,105,82,33,35,72,1
301,134,40,119,83,31,35,66,1
259,101,40,148,88,33,31,66,1
240,74,37,162,74,30,27,54,1
309,94,41,184,79,29,29,69,1
341,90,41,184,80,29,29,70,1
357,116,41,179,81,30,30,73,1
363,116,42,180,78,26,28,67,1
383,146,49,164,76,25,30,67,1
352,173,57,135,73,25,33,64,1
317,185,60,136,77,25,33,63,1
325,174,58,141,80,26,32,62,1
312,188,59,115,91,30,34,64,1
300,172,55,116,94,33,36,66,1
294,131,43,147,108,34,32,63,1
295,113,40,143,106,35,34,65,1
295,123,43,141,103,33,35,69,1
310,105,40,137,106,33,36,76,1
281,98,38,136,103,32,33,77,1
259,115,46,151,91,30,33,75,1
248,119,47,164,88,29,29,70,1
209,107,43,154,88,29,28,63,1
224,117,42,162,82,31,29,60,1
205,123,43,169,83,28,28,55,1
196,106,37,128,77,29,27,54,1
205,96,40,131,76,29,29,54,1
239,104,48,172,83,29,33,70,1
202,86,49,171,76,26,32,66,1
221,96,48,175,86,30,34,67,1
266,115,52,227,93,33,38,73,1
278,123,50,229,98,34,40,75,1
320,121,47,207,96,39,45,71,1
371,126,56,208,105,38,54,95,1
370,118,58,198,96,36,56,100,1
356,105,57,146,92,34,56,95,1
344,99,55,130,87,34,54,92,1
279,96,54,122,84,30,47,88,1
240,91,43,120,71,31,42,70,1
273,115,42,125,80,33,42,77,1
257,117,42,128,80,31,39,74,1
269,119,45,128,82,29,39,74,1
270,117,41,120,77,26,40,70,1
260,131,43,127,78,24,35,58,1
236,110,43,150,81,20,34,48,1
254,119,48,150,83,27,37,53,1
257,116,47,161,92,30,39,58,1
262,118,49,165,97,38,43,61,1
245,110,53,164,95,39,41,65,1
215,109,52,148,87,42,40,56,1
210,95,46,156,83,38,38,53,1
206,98,43,146,65,36,35,47,1
218,95,41,149,62,27,37,46,1
237,91,34,137,60,28,36,47,1
251,93,32,130,53,25,36,52,1
240,116,43,117,53,27,38,56,1
265,115,43,137,68,30,46,65,1
288,133,51,134,78,35,43,72,1
329,160,57,140,86,34,45,87,1
331,159,57,135,90,35,45,84,1
347,151,56,136,90,35,44,86,1
314,148,56,101,82,32,36,81,1
295,168,62,106,81,29,35,75,1
265,140,54,92,74,31,43,68,1
258,134,58,116,72,32,43,68,1
330,149,58,110,72,32,47,92,1
333,162,59,114,75,31,47,92,1
321,125,46,107,67,31,45,91,1
290,121,46,120,68,29,35,81,1
298,124,43,123,70,30,34,84,1
224,101,35,124,72,29,29,53,1
257,140,49,130,70,28,29,60,1
262,142,50,158,69,25,29,63,1
289,155,54,147,70,25,27,68,1
286,189,67,132,80,22,33,72,1
272,204,71,127,83,21,34,75,1
236,171,61,143,82,21,35,74,1
248,176,60,125,80,23,35,72,1
232,178,58,125,78,24,35,68,1
231,147,41,139,65,24,30,62,1
226,117,34,143,59,24,26,62,1
241,124,34,121,60,26,26,60,1
253,133,35,104,60,24,33,68,1
255,118,33,104,56,23,35,71,1
275,126,39,83,76,26,37,80,1
265,129,37,74,81,28,39,74,1
271,129,38,74,80,27,40,74,1
287,131,37,104,80,30,36,69,1
270,129,37,104,84,32,35,64,1
269,110,34,105,66,30,32,49,1
281,108,34,104,56,29,32,52,1
292,102,34,108,57,30,40,49,1
325,103,39,87,72,30,43,71,1
332,114,40,85,71,28,43,74,1
360,135,46,83,69,30,46,89,1
371,137,48,111,72,28,45,95,1
362,141,52,107,70,27,45,98,1
308,130,52,120,57,26,45,88,1
308,122,52,121,62,28,45,87,1
243,98,45,118,61,26,43,70,1
218,97,45,97,57,26,42,63,1
197,84,40,95,56,26,34,58,1
205,77,36,92,57,27,29,50,1
208,75,36,99,47,25,29,47,1
221,82,37,108,47,25,27,50,1
216,80,36,107,47,26,27,52,1
218,81,37,116,71,28,28,52,1
184,73,34,107,70,26,24,49,1
200,77,35,108,75,28,25,52,1
196,77,34,102,79,30,26,59,1
187,77,33,97,82,30,26,55,1
200,93,32,93,64,28,25,57,1
214,93,32,114,74,28,26,59,1
220,90,28,109,68,25,24,59,1
222,91,28,108,66,29,25,55,1
229,97,30,117,65,30,26,58,1
216,81,30,120,73,31,22,56,1
198,82,35,107,62,29,25,50,1
215,92,37,120,64,31,26,48,1
238,88,35,123,62,27,26,44,1
253,80,37,133,64,26,25,54,1
265,84,36,123,52,23,25,55,1
272,87,37,120,64,26,23,57,1
252,95,43,126,79,26,26,60,1
232,93,42,122,81,25,26,59,1
213,95,42,111,83,25,28,48,1
208,112,45,112,85,27,29,47,1
227,114,45,120,76,26,30,45,1
220,97,39,107,63,26,28,42,1
233,102,42,112,69,27,28,51,1
247,100,39,110,66,26,28,53,1
232,73,38,132,68,23,26,54,1
245,74,37,142,77,25,27,63,1
245,82,37,134,73,27,28,64,1
217,76,35,132,65,25,26,58,1
205,83,35,131,60,25,24,58,1
244,83,34,115,59,25,24,61,1
228,71,31,119,49,23,23,54,1
224,74,32,128,52,21,21,53,1
220,73,31,126,51,23,19,50,1
247,66,31,126,55,25,21,53,1
212,73,31,127,58,27,23,47,1
213,80,29,98,59,26,23,46,1
207,72,29,91,58,30,25,44,1
236,87,31,99,60,28,29,55,1
200,87,31,98,55,26,27,50,1
211,90,33,92,55,28,26,50,1
187,84,32,102,55,29,26,47,1
177,86,33,103,60,27,27,49,1
162,77,30,94,59,27,23,46,1
162,89,37,121,61,29,25,49,1
184,85,35,124,58,26,25,52,1
192,90,38,143,65,26,24,53,1
204,88,40,164,56,25,22,52,1
194,83,40,168,56,25,22,45,1
207,69,33,158,58,23,21,43,1
187,65,35,157,61,26,22,44,1
178,65,32,138,57,24,24,45,1
184,76,31,133,61,24,24,47,1
183,73,31,126,62,25,27,48,1
188,72,32,122,59,24,28,48,1
188,70,31,146,60,23,27,45,1
185,62,33,138,57,22,26,46,1
166,41,27,115,54,23,27,40,1
174,44,36,164,60,23,25,41,1
144,42,37,168,60,25,25,39,1
189,49,38,150,52,25,26,51,1
218,48,39,155,58,26,29,55,1
227,56,40,158,60,25,28,56,1
225,58,33,118,54,25,27,55,1
233,62,32,105,53,25,27,60,1
217,75,34,107,57,25,30,60,1
193,79,31,113,50,25,27,59,1
181,75,31,118,45,28,28,58,1
170,73,31,118,53,26,28,59,1
159,70,31,115,56,26,27,52,1
98,47,27,109,50,23,22,37,1
86,43,28,95,52,24,21,31,1
97,47,28,94,64,23,22,32,1
131,55,30,90,60,25,21,31,1
196,74,33,115,59,26,23,36,1
206,79,37,117,70,27,23,37,1
212,77,38,119,68,27,23,39,1
232,80,41,121,58,24,21,47,1
228,76,42,119,63,24,23,49,1
187,57,38,98,65,23,19,47,1
185,53,43,126,55,25,22,46,1
182,52,43,131,60,26,25,47,1
193,64,46,123,62,28,27,59,1
185,67,43,114,54,28,25,60,1
180,67,46,120,52,32,26,62,1
181,69,39,85,55,31,26,64,1
186,69,38,91,52,29,23,63,1
159,48,30,90,55,30,22,46,1
157,42,33,101,58,29,23,43,1
180,44,30,91,60,26,22,44,1
192,42,31,109,57,27,22,44,2
194,54,35,125,59,27,22,42,2
215,55,33,131,59,23,21,43,2
209,57,32,127,57,26,24,44,2
240,88,47,149,86,30,25,49,2
228,88,46,135,87,29,27,48,2
223,80,43,122,83,29,26,50,2
189,82,43,121,83,30,27,47,2
189,82,42,118,86,29,24,47,2
114,56,27,94,62,24,23,36,2
101,55,27,96,63,25,20,33,2
83,55,27,82,63,25,20,30,2
74,52,29,77,59,23,19,27,2
65,55,30,77,56,22,21,24,2
59,44,29,70,48,22,21,25,2
124,45,31,72,56,24,23,38,2
128,47,30,69,57,23,23,39,2
148,61,29,65,57,23,24,41,2
149,54,27,68,56,23,24,40,2
166,54,28,94,59,24,22,44,2
126,54,25,93,51,24,20,35,2
120,54,26,95,47,24,21,34,2
96,34,27,96,51,27,19,33,2
92,37,27,106,50,26,20,34,2
59,37,26,84,47,24,22,28,2
48,31,27,86,42,22,21,27,2
48,32,27,88,43,21,21,28,2
47,32,27,89,36,20,25,27,2
42,28,29,73,33,20,24,27,2
33,33,59,68,29,24,26,27,2
34,33,59,57,27,23,28,35,2
31,29,60,46,25,25,28,35,2
26,30,60,36,23,24,27,36,2
24,31,61,96,27,31,31,42,2
23,22,37,98,25,30,29,41,2
23,25,39,130,25,32,31,36,2
21,28,74,173,34,32,31,36,2
24,46,128,192,36,32,68,72,2
29,59,187,191,36,30,73,79,2
58,109,234,268,44,35,122,124,2
77,145,337,323,47,37,144,162,2
81,166,443,334,54,39,146,170,2
95,236,558,348,62,43,151,168,2
102,259,623,370,79,45,173,169,2
95,252,671,340,82,42,148,146,2
82,237,632,305,82,40,130,107,2
79,229,595,274,75,36,128,95,2
64,167,544,270,69,33,107,85,2
52,134,480,244,51,40,76,78,2
43,119,408,221,43,44,68,67,2
40,114,422,178,41,46,62,61,2
40,107,406,199,44,47,64,60,2
35,84,366,177,42,47,63,46,2
29,71,334,162,36,34,41,34,2
28,71,339,158,30,27,34,33,2
27,67,329,167,34,24,31,27,2
24,61,352,182,40,23,28,27,2
26,63,379,249,61,25,24,25,2
30,67,388,248,62,24,25,25,2
29,61,364,258,67,26,26,24,2
31,62,366,261,66,25,25,24,2
31,60,318,235,64,25,21,22,2
29,56,242,188,47,21,22,22,2
27,50,263,184,53,23,22,22,2
28,50,275,167,48,21,22,22,2
27,49,263,156,52,24,21,21,2
28,46,257,155,47,22,22,25,2
27,43,240,138,48,23,23,25,2
27,36,185,153,40,22,22,23,2
28,42,162,174,39,22,22,24,2
28,40,168,188,37,22,24,23,2
26,38,160,205,42,23,22,20,2
30,42,168,202,45,23,23,24,2
29,41,166,190,48,22,22,24,2
26,36,187,183,63,23,22,23,2
27,35,172,165,62,21,22,22,2
27,39,183,159,60,21,23,21,2
23,41,180,141,58,20,22,18,2
30,68,259,209,61,21,25,22,2
29,70,253,203,50,22,26,24,2
29,72,258,237,50,22,25,26,2
30,71,244,231,51,23,24,26,2
31,69,280,231,51,23,24,28,2
25,42,251,187,51,23,20,26,2
26,42,253,184,49,21,17,25,2
