Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
208,95,39,118,88,32,29,52,1
262,133,52,119,84,32,30,87,1
270,136,55,139,76,33,29,89,1
295,136,54,131,77,29,28,91,1
281,135,55,139,77,29,28,89,1
306,136,60,154,113,31,35,117,1
250,97,53,145,117,31,35,99,1
235,87,53,167,130,34,37,103,1
205,82,53,174,129,35,37,105,1
208,91,56,172,129,34,42,115,1
221,102,52,160,93,34,38,91,1
229,105,52,159,92,35,37,85,1
280,119,52,129,79,33,41,99,1
334,126,53,119,74,36,44,107,1
350,127,47,113,74,35,39,101,1
361,123,50,133,80,34,37,104,1
365,124,46,132,78,34,37,103,1
328,110,40,114,81,31,28,83,1
314,107,39,137,89,28,24,76,1
305,105,40,139,89,29,28,76,1
248,96,34,126,97,28,26,65,1
258,101,37,132,95,26,27,72,1
278,98,35,157,87,26,28,81,1
240,104,39,145,79,28,29,75,1
249,96,36,152,79,30,26,69,1
257,105,40,147,83,32,29,74,1
243,100,39,150,82,31,29,72,1
233,104,39,132,84,33,30,71,1
222,93,37,133,84,30,26,67,1
222,92,38,126,94,31,29,72,1
200,84,33,131,90,27,27,65,1
194,81,33,122,93,27,27,64,1
180,79,39,117,94,27,26,59,1
203,90,40,111,100,30,28,64,1
192,91,41,115,86,28,25,64,1
200,100,45,119,81,33,26,63,1
341,126,60,124,77,36,30,89,1
353,145,61,119,75,35,32,93,1
383,144,63,117,71,34,33,98,1
387,143,63,103,70,35,34,100,1
389,136,61,97,61,32,34,104,1
301,106,44,106,73,31,28,82,1
281,77,50,121,91,30,26,79,1
229,65,46,127,99,32,25,74,1
228,73,44,130,99,30,24,67,1
223,75,48,128,109,32,26,63,1
230,76,48,113,103,32,25,72,1
240,71,38,96,85,32,27,67,1
255,64,35,90,75,30,25,64,1
267,78,42,90,80,31,27,66,1
291,81,39,89,65,27,27,75,1
282,86,40,89,64,24,27,65,1
287,88,42,101,65,27,26,68,1
275,92,46,102,60,26,28,66,1
259,80,41,107,86,27,27,71,1
230,74,38,106,87,29,26,59,1
248,84,42,105,99,33,26,60,1
252,90,43,95,104,33,24,56,1
341,130,51,97,107,35,33,99,1
346,136,53,88,86,33,31,94,1
415,143,57,104,84,31,36,108,1
384,134,54,115,71,29,35,107,1
403,140,58,124,66,29,38,110,1
321,99,48,125,66,26,29,71,1
314,85,47,146,65,26,31,69,1
216,76,42,144,63,26,23,44,1
210,72,41,134,62,25,25,40,1
144,56,36,126,67,23,22,34,1
182,61,40,126,73,22,23,39,1
188,64,40,107,76,22,24,44,1
189,69,41,128,94,24,27,49,1
192,72,42,134,92,25,27,49,1
215,69,40,130,87,27,27,51,1
205,83,39,127,84,29,28,55,1
193,80,37,128,80,29,25,50,1
191,80,38,132,70,30,23,51,1
220,85,40,138,71,31,22,53,1
193,88,40,146,70,29,24,50,1
171,83,39,151,60,27,25,45,1
171,84,41,159,61,31,25,48,1
177,77,38,137,49,27,26,50,1
149,72,34,134,48,28,27,49,1
150,63,35,126,43,27,24,50,1
148,56,32,117,51,29,23,47,1
190,60,29,109,57,26,24,45,1
175,63,30,95,59,29,23,40,1
201,65,37,93,57,28,27,72,1
202,66,40,101,59,28,28,72,1
208,70,47,121,58,25,31,75,1
199,83,46,118,63,27,31,81,1
203,82,48,126,61,24,32,81,1
168,81,49,133,61,26,29,56,1
198,92,50,138,70,30,31,68,1
202,84,44,116,70,30,28,69,1
209,82,53,113,64,29,28,72,1
221,83,52,109,66,31,26,71,1
234,79,47,92,70,29,28,71,1
211,68,44,93,69,26,26,57,1
209,69,44,95,65,26,26,58,1
218,64,35,94,67,31,29,60,1
210,63,35,90,81,31,30,59,1
215,71,35,86,80,31,28,66,1
231,75,36,72,75,32,30,74,1
265,84,37,84,78,32,29,76,1
232,81,36,99,77,27,25,68,1
241,92,34,98,60,27,25,70,1
235,87,33,102,59,27,24,64,1
235,79,31,104,80,27,25,73,1
223,76,32,94,83,28,27,72,1
242,83,35,73,82,28,28,72,1
277,77,40,96,83,25,28,82,1
266,81,42,91,84,25,27,81,1
250,96,40,102,65,25,28,66,1
219,92,39,104,55,23,26,60,1
326,129,45,115,73,27,30,78,1
291,129,39,91,70,26,32,66,1
395,133,49,127,91,30,38,87,1
403,123,50,112,91,27,36,87,1
426,137,54,119,103,29,36,104,1
343,116,49,112,98,31,33,95,1
343,114,49,116,97,32,29,97,1
229,108,38,82,84,30,24,79,1
245,110,37,95,86,30,24,80,1
206,96,34,92,74,31,23,59,1
192,63,30,96,63,25,22,45,1
201,63,30,98,74,28,23,40,1
182,63,37,112,70,30,24,38,1
143,54,36,106,64,29,24,34,1
160,51,35,103,64,28,25,41,1
165,52,38,120,65,28,24,42,1
150,43,39,114,55,25,24,43,1
186,48,37,124,52,24,21,45,1
185,52,37,132,52,26,19,42,1
192,54,36,134,59,24,20,46,1
193,55,34,119,58,23,23,49,1
190,55,36,146,55,26,20,50,1
179,64,30,126,54,24,21,51,1
181,64,29,115,60,24,22,54,1
162,67,30,116,50,27,22,48,1
169,66,32,113,66,27,23,53,1
178,69,30,93,74,25,23,53,1
162,60,31,106,77,26,23,52,1
156,60,34,116,71,24,23,50,1
153,56,34,111,73,23,22,45,1
149,61,34,125,75,29,21,38,1
146,60,34,120,72,28,23,36,1
142,59,32,109,77,29,23,33,1
136,66,30,110,79,30,24,31,1
139,65,31,114,81,29,24,32,1
151,61,29,94,65,23,23,31,1
160,65,29,98,67,26,23,45,1
204,66,30,99,62,26,23,55,1
230,67,30,100,65,26,22,57,1
220,76,29,96,64,25,23,58,1
212,73,31,107,69,28,22,62,1
213,73,29,102,63,24,22,53,1
250,96,40,113,58,22,23,58,1
237,91,39,100,56,24,22,61,1
245,83,41,114,51,25,22,61,2
248,93,42,109,66,24,26,61,2
234,91,42,107,66,25,26,60,2
163,65,34,103,71,29,27,49,2
185,70,36,117,73,27,27,50,2
187,71,34,105,75,29,27,51,2
192,60,33,117,64,31,26,45,2
194,58,33,132,63,31,27,47,2
179,56,30,123,61,26,25,45,2
143,45,29,128,61,31,25,38,2
129,47,31,128,61,30,25,36,2
98,43,30,115,57,26,21,39,2
127,45,30,101,57,27,20,40,2
128,54,31,105,59,27,20,40,2
126,59,34,88,58,23,20,39,2
128,58,32,95,60,22,20,40,2
131,59,33,97,56,22,21,37,2
96,52,32,91,57,21,20,32,2
83,44,31,81,51,23,20,32,2
79,36,28,99,52,22,20,35,2
71,29,30,103,50,23,20,35,2
54,27,31,114,58,25,22,38,2
44,29,30,110,57,26,24,40,2
40,30,30,112,55,24,25,37,2
36,31,31,90,49,26,29,35,2
36,34,56,118,47,72,48,35,2
35,44,137,209,45,184,99,78,2
52,76,338,249,55,202,148,138,2
79,120,435,264,68,207,165,213,2
86,187,687,349,99,420,488,225,2
96,234,825,440,115,441,511,269,2
97,248,910,478,120,412,521,289,2
89,244,939,469,116,412,520,271,2
82,243,924,507,119,420,530,239,2
76,210,795,458,96,217,294,234,2
64,159,686,364,75,161,259,206,2
60,136,599,264,66,148,224,162,2
60,136,551,259,65,124,201,155,2
41,112,527,165,46,83,159,119,2
38,86,476,156,42,53,98,105,2
35,80,432,154,42,54,73,40,2
35,76,376,160,43,56,70,37,2
36,62,254,217,41,54,62,31,2
29,43,221,217,41,53,55,25,2
29,39,275,233,51,49,50,25,2
29,41,285,232,57,42,40,23,2
26,40,274,230,54,33,39,24,2
24,42,259,164,53,26,40,22,2
24,44,273,154,50,24,39,24,2
20,38,208,121,41,21,38,23,2
23,41,247,126,36,21,36,22,2
26,42,260,102,36,37,41,20,2
25,39,245,99,35,40,40,22,2
24,36,224,93,32,40,40,22,2
28,53,264,131,33,42,39,24,2
28,59,241,157,32,42,40,25,2
26,61,243,158,34,29,26,26,2
27,61,270,157,36,27,23,22,2
27,64,268,155,37,26,23,22,2
24,51,229,133,34,24,23,22,2
25,40,238,124,33,24,23,25,2
25,36,232,125,30,23,22,25,2
24,36,222,142,31,22,19,26,2
26,36,260,171,33,21,20,29,2
29,41,258,162,38,23,19,28,2
27,46,258,135,40,22,21,24,2
27,45,266,149,42,22,20,24,2
29,47,260,130,40,22,20,24,2
27,47,247,92,39,23,21,21,2
25,43,244,93,36,22,20,22,2
25,38,196,109,29,22,18,23,2
27,39,189,104,31,20,19,24,2
24,37,169,106,30,22,19,24,2
25,37,161,125,28,22,19,25,2
23,39,168,168,33,23,21,23,2
23,41,170,166,37,22,22,22,2
22,42,178,168,32,22,21,23,2
25,47,207,171,35,25,22,21,2
27,49,187,157,38,24,20,20,2
30,52,235,149,38,24,21,27,2
30,49,248,143,37,24,22,29,2
35,62,268,179,48,26,24,29,2
33,58,261,185,47,22,23,30,2
33,53,270,192,47,25,25,33,2
31,51,235,172,42,23,24,28,2
30,53,230,189,43,23,23,27,2
24,35,184,141,32,22,21,25,2
25,34,171,131,31,20,22,26,2
24,41,174,136,30,21,21,25,2
25,40,179,156,34,33,23,25,2
26,37,167,132,30,42,24,26,2
26,39,181,132,30,49,26,25,2
28,44,179,141,31,53,25,27,2
25,40,220,129,29,52,25,24,2
25,38,224,104,31,46,22,24,2
25,37,218,105,30,38,22,22,2
24,36,210,107,29,29,21,23,2
20,30,204,114,27,22,21,19,2
21,27,163,121,27,22,21,19,2
22,29,183,117,22,21,20,21,2
23,30,216,118,24,20,19,21,2
22,28,220,126,27,21,19,24,2
22,28,222,110,28,22,18,23,2
24,31,212,104,30,23,17,25,2
22,29,183,102,28,22,19,23,2
23,30,161,101,29,22,20,24,2
25,30,152,90,26,20,20,24,2
27,32,147,94,26,20,21,24,2
24,28,165,107,27,21,21,22,2
27,30,179,111,26,20,21,23,2
25,30,210,140,28,21,23,22,2
24,32,217,146,28,21,22,21,2
24,30,219,149,28,21,22,21,2
27,31,198,154,28,21,24,21,2
26,31,201,159,33,22,25,22,2
25,31,161,133,31,21,24,21,2
26,34,157,137,32,23,26,21,2
25,34,193,136,32,22,25,23,2
24,33,194,135,31,23,25,21,2
22,35,162,157,28,22,24,21,2
22,35,215,159,28,24,24,21,2
23,43,240,165,28,22,23,20,2
23,43,223,158,27,22,22,19,2
24,47,222,143,27,23,20,20,2
25,44,228,143,28,24,20,18,2
27,44,228,174,29,23,19,22,2
25,33,202,164,30,23,19,22,2
24,33,218,166,30,24,19,25,2
25,30,216,175,30,20,20,24,2
26,31,222,150,27,20,20,25,2
23,36,248,145,28,21,20,22,2
28,39,249,150,33,21,22,24,2
29,38,222,148,35,20,22,21,2
26,36,224,148,35,22,22,23,2
24,34,211,139,35,23,23,23,2
25,31,148,115,37,22,23,24,2
20,27,148,103,33,24,20,20,2
21,32,150,104,33,24,19,21,2
22,30,148,90,34,25,18,20,2
23,34,169,159,34,23,17,20,2
25,32,137,176,32,24,17,19,2
23,34,133,179,29,24,19,19,2
22,31,165,181,28,23,20,18,2
23,32,168,191,30,21,21,16,2
22,31,166,140,28,21,22,17,2
23,32,210,149,30,20,22,20,2
23,30,215,181,31,19,23,21,2
24,34,210,178,29,20,24,24,2
23,33,211,177,28,21,25,24,2
23,33,214,176,28,22,25,23,2
23,35,196,164,26,22,25,21,2
25,41,207,139,29,24,23,20,2
23,36,199,154,32,23,23,18,2
23,36,196,140,31,23,21,18,2
23,36,178,150,32,24,19,19,2
22,32,137,130,33,23,19,18,2
21,29,125,130,30,24,19,20,2
21,28,112,128,28,24,18,20,2
22,30,112,140,30,23,19,21,2
20,28,119,157,31,23,21,20,2
19,28,120,157,29,25,20,20,2
19,33,215,144,27,23,18,20,2
21,35,230,147,32,22,21,23,2
21,32,230,135,32,22,19,22,2
24,35,234,102,31,23,18,25,2
24,36,239,115,37,23,19,26,2
23,27,149,116,37,22,19,25,2
22,30,151,91,33,23,17,23,2
22,31,153,96,33,22,20,23,2
21,28,147,108,34,20,19,21,2
20,28,138,106,31,19,20,20,2
20,29,137,110,35,20,20,21,2
24,25,132,143,36,23,21,21,2
23,27,133,143,34,24,18,21,2
24,30,142,143,35,26,22,20,2
27,29,140,129,32,25,20,19,2
28,30,151,129,30,27,20,21,2
25,29,128,108,30,25,21,19,2
25,31,137,108,31,24,21,18,2
25,29,117,94,26,22,19,18,2
24,32,121,141,28,23,20,18,2
25,32,111,138,25,22,21,17,2
28,34,105,144,25,21,21,19,2
28,30,113,159,27,23,19,18,2
27,31,120,182,27,23,19,19,2
27,31,126,154,25,24,20,21,2
26,29,127,156,26,24,20,19,2
25,29,180,154,25,24,21,19,2
23,30,167,139,21,23,21,21,2
24,28,163,117,23,24,22,20,2
24,26,170,136,24,26,22,23,2
25,29,164,130,22,24,21,23,2
23,25,145,142,26,25,20,23,2
25,27,161,143,26,23,20,24,2
24,27,166,145,27,23,19,25,2
23,26,155,131,27,21,21,22,2
22,25,157,156,33,21,20,21,2
23,26,141,141,31,21,18,21,2
20,27,124,134,31,22,20,20,2
22,29,120,136,29,21,21,17,2
22,29,119,142,31,22,21,17,2
21,32,123,138,27,23,22,18,2
22,36,97,129,28,23,23,21,2
23,34,89,154,31,24,23,21,2
21,31,84,145,32,23,23,22,2
20,33,129,151,30,24,20,25,2
22,31,123,134,30,24,20,24,2
20,28,141,167,35,25,21,23,2
20,31,141,148,33,25,19,22,2
20,32,143,160,32,24,20,21,2
21,31,110,142,31,24,22,19,2
21,33,137,173,31,25,22,21,2
23,32,124,143,25,24,21,19,2
25,31,169,156,27,24,21,20,2
27,32,176,149,31,25,23,20,2
27,30,171,147,31,25,22,20,2
27,28,202,183,40,24,22,20,2
26,28,219,192,42,23,23,20,2
28,27,189,182,40,21,23,19,2
26,28,183,178,39,24,21,18,2
27,34,188,215,44,23,22,19,2
27,34,139,158,33,23,21,19,2
26,34,106,166,36,25,20,19,2
24,34,100,162,35,24,20,21,2
24,33,96,161,35,21,23,22,2
24,27,82,110,29,22,21,20,2
24,31,67,115,29,23,22,22,2
23,29,63,108,28,22,20,22,2
22,30,69,130,29,23,22,21,2
23,32,86,133,28,24,19,22,2
21,33,94,147,27,23,22,23,2
19,29,98,147,30,21,21,21,2
20,29,100,131,25,21,22,22,2
20,30,105,118,27,21,20,22,2
20,26,92,127,27,22,21,21,2
20,30,86,118,31,22,19,21,2
21,31,76,104,29,22,18,20,2
21,34,98,157,31,22,18,20,2
23,34,91,152,31,22,17,18,2
23,36,95,144,36,21,17,19,2
25,33,92,142,32,21,17,20,2
25,33,95,155,37,22,19,21,2
25,30,62,106,34,23,20,20,2
24,29,64,109,36,22,21,21,2
24,27,59,105,34,23,21,21,2
25,28,55,93,33,23,21,20,2
27,30,80,110,30,22,20,19,2
26,28,86,108,30,21,19,20,2
24,28,88,117,28,22,20,22,2
26,29,90,127,24,23,20,23,2
22,28,96,149,25,21,23,23,2
22,24,78,125,23,20,23,22,2
22,24,76,133,26,23,24,23,2
25,23,91,121,24,22,23,22,2
22,23,97,121,25,21,24,21,2
28,27,106,134,29,22,22,22,2
27,28,107,133,28,21,21,22,2
29,29,109,125,27,23,20,22,2
27,29,94,130,26,22,20,19,2
28,30,108,132,27,23,19,21,2
23,29,104,94,25,25,20,20,2
23,29,108,92,26,26,20,21,2
21,32,108,106,28,23,19,20,2
23,31,116,137,31,24,19,20,2
23,31,95,132,31,23,18,19,2
23,27,84,130,28,19,17,19,2
23,27,79,131,29,20,17,19,2
23,26,77,119,27,22,19,18,2
20,26,69,82,27,19,20,22,2
20,27,71,97,26,21,21,22,2
22,29,77,95,28,23,22,21,2
22,28,72,94,27,22,22,22,2
22,28,69,95,28,20,20,23,2
23,27,65,106,26,23,21,21,2
22,24,60,83,25,22,21,21,2
21,25,52,83,24,19,19,21,2
23,27,57,82,25,20,22,20,2
22,25,66,95,24,21,21,21,2
22,26,66,82,22,18,21,21,2
23,28,83,113,21,19,20,22,2
23,26,93,157,25,21,22,23,2
23,28,101,159,23,22,20,23,2
24,29,97,150,24,22,21,21,2
23,30,121,190,28,23,22,21,2
24,27,114,175,29,22,23,20,2
24,28,108,152,28,21,20,20,2
21,26,102,159,30,20,21,21,2
23,30,102,163,32,20,21,21,2
25,30,73,110,29,20,21,20,2
22,31,71,126,30,21,21,18,3
22,34,78,121,31,22,22,17,3
22,34,72,128,32,22,21,16,3
21,36,76,124,28,21,21,18,3
19,35,86,121,28,21,20,19,3
20,35,91,107,28,23,22,20,3
22,32,103,144,33,22,23,19,3
22,33,104,131,30,22,21,20,3
21,26,104,133,32,24,19,19,3
23,27,98,147,33,23,21,22,3
23,28,101,153,33,20,19,21,3
24,29,82,144,32,20,20,22,3
26,27,80,144,35,21,22,20,3
25,28,73,145,35,20,23,19,3
23,28,87,167,37,22,21,16,3
24,28,83,163,37,23,21,17,3
21,27,85,132,32,22,19,19,3
20,29,86,155,28,22,20,21,3
21,29,88,189,31,22,19,22,3
22,29,78,175,29,21,20,23,3
23,28,79,178,32,23,20,22,3
22,28,80,181,32,24,20,20,3
23,26,84,159,33,24,19,20,3
22,27,80,115,28,23,21,20,3
21,25,75,109,29,25,20,19,3
20,25,78,125,27,22,21,19,3
22,28,76,122,26,22,20,19,3
21,27,74,121,25,20,21,21,3
21,25,75,117,27,22,21,22,3
23,27,71,109,24,18,20,21,3
25,26,68,89,22,19,20,19,3
24,26,72,93,23,18,21,20,3
25,26,70,95,23,18,20,19,3
26,27,70,96,21,18,18,18,3
25,28,65,98,24,20,20,19,3
23,28,55,85,23,18,19,21,3
24,27,45,85,22,20,20,21,3
24,27,45,107,23,23,20,20,3
23,28,49,116,23,21,19,20,3
25,25,46,104,19,20,18,19,3
26,24,63,118,23,21,18,19,3
26,25,72,119,26,22,18,21,3
25,27,73,100,26,19,18,22,3
25,26,79,101,26,19,18,23,3
24,39,114,105,28,21,26,25,3
23,43,114,111,27,23,35,29,3
23,43,116,103,25,24,35,27,3
24,41,119,110,25,24,36,29,3
25,45,122,126,27,26,38,37,3
23,39,116,132,26,24,33,39,3
28,48,200,142,28,26,46,52,3
27,51,231,179,30,24,47,53,3
33,88,305,208,48,40,56,56,3
41,100,358,203,51,40,77,68,3
61,123,432,254,63,47,82,79,3
76,161,564,251,66,48,108,131,3
81,176,713,265,70,48,161,150,3
88,167,741,267,62,40,168,167,3
106,185,785,345,69,42,176,200,3
103,187,888,393,68,37,183,231,3
96,176,845,406,68,37,171,227,3
116,175,812,428,82,42,155,293,3
114,189,798,416,87,42,148,299,3
103,173,756,381,85,39,132,286,3
99,170,775,376,85,37,122,268,3
96,146,750,372,82,36,115,255,3
80,132,694,331,66,30,110,241,3
76,130,721,390,62,31,108,238,3
66,128,702,361,57,31,115,235,3
63,111,576,302,49,31,124,232,3
62,114,548,297,51,32,125,234,3
53,114,576,324,51,33,101,262,3
51,94,517,253,47,30,105,258,3
52,110,580,292,58,31,111,267,3
51,117,526,272,59,33,108,268,3
53,126,555,266,60,32,106,264,3
54,130,575,260,57,32,116,166,3
55,128,631,281,57,33,115,159,3
53,105,581,247,45,31,109,150,3
52,97,618,304,47,33,117,153,3
49,83,616,306,48,34,118,154,3
36,73,539,287,51,32,99,150,3
41,70,485,306,52,32,112,151,3
46,82,492,303,54,31,116,130,3
53,90,470,235,54,30,108,121,3
54,91,460,262,55,31,106,148,3
55,96,460,284,56,33,110,140,3
49,102,488,251,52,32,103,135,3
50,125,548,262,50,33,95,133,3
45,120,575,291,49,32,96,142,3
45,122,613,276,45,32,104,129,3
44,118,632,249,41,32,112,127,3
43,114,636,246,39,31,112,127,3
36,88,579,251,39,30,113,136,3
40,93,625,232,37,30,110,133,3
41,96,572,225,40,27,102,113,3
42,94,578,230,39,23,100,115,3
43,89,553,247,40,25,91,121,3
45,80,578,230,45,26,79,109,3
42,87,529,224,47,28,74,95,3
40,84,521,230,45,27,83,95,3
42,83,499,217,44,29,88,93,3
41,84,511,197,42,28,87,80,3
38,82,494,200,40,26,88,82,3
38,68,400,244,38,24,94,80,3
40,64,463,223,39,26,85,69,3
36,63,473,227,39,25,81,85,3
39,64,496,225,40,25,82,93,3
40,70,514,272,54,29,83,99,3
36,65,524,237,54,29,80,102,3
36,62,502,235,52,28,81,104,3
39,67,506,270,55,29,70,92,3
36,67,482,265,57,29,68,89,3
35,69,489,243,53,27,69,80,3
36,70,483,253,49,27,71,72,3
37,79,488,255,50,28,82,74,3
35,74,496,216,46,26,91,80,3
36,75,491,228,49,26,92,70,3
37,91,500,225,39,24,92,70,3
37,94,496,204,39,23,89,71,3
35,93,501,221,40,23,79,75,3
36,94,471,222,42,24,79,74,3
37,102,550,242,42,27,80,93,3
33,82,518,210,40,28,77,91,3
35,79,532,209,41,32,111,105,3
32,77,564,264,43,32,113,112,3
31,86,570,272,41,31,102,105,3
31,78,485,243,38,29,102,93,3
33,82,492,258,44,28,107,95,3
29,82,516,331,47,26,81,89,3
43,77,450,313,43,25,94,112,3
47,67,482,305,42,24,105,128,3
48,77,505,305,42,24,106,129,3
50,85,581,306,37,23,102,131,3
51,85,616,228,35,23,103,127,3
43,86,611,193,39,25,89,104,3
40,91,623,195,40,25,75,82,3
37,88,581,234,40,27,80,76,3
36,80,504,237,38,27,79,70,3
38,78,454,236,38,28,72,67,3
36,77,471,217,35,28,81,72,3
35,75,402,245,36,32,85,80,3
35,65,416,201,38,29,76,81,3
36,63,406,200,39,28,75,82,3
33,63,358,245,40,27,77,90,3
36,67,340,261,39,26,91,96,3
40,74,327,291,41,23,87,92,3
39,74,322,303,38,22,86,98,3
39,75,333,333,42,26,91,107,3
38,73,373,312,45,28,89,100,3
37,69,406,317,49,29,71,93,3
33,57,404,263,48,29,66,91,3
37,67,450,252,46,29,67,87,3
35,59,413,213,43,26,58,73,3
40,64,428,196,41,28,54,71,3
40,62,377,250,40,28,51,64,3
39,62,373,262,40,27,58,76,3
37,58,420,262,41,28,59,74,3
40,67,529,269,39,28,70,87,3
36,85,600,276,36,25,71,93,3
38,92,605,255,34,26,75,86,3
36,92,612,241,32,26,69,73,3
36,88,539,254,34,25,70,72,3
33,91,475,253,41,26,70,66,3
31,69,342,286,41,29,68,66,3
30,63,346,243,39,27,58,70,3
31,64,341,253,41,27,73,83,3
31,62,373,243,42,28,72,84,3
27,47,335,249,33,26,62,80,3
30,53,317,196,35,24,68,77,3
31,62,312,230,39,25,67,81,3
31,59,295,222,39,26,51,68,3
37,72,292,257,41,28,70,77,3
40,76,284,229,42,27,71,73,3
38,79,364,241,46,30,70,80,3
37,75,367,205,42,29,66,71,3
39,78,403,215,45,28,70,80,3
32,64,369,166,40,26,52,70,3
32,79,373,214,43,28,54,70,3
45,93,340,245,52,27,50,61,3
