Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
61,33,47,36,32,47,177,257,1
83,38,65,38,34,50,182,290,1
82,39,65,39,32,51,178,298,1
84,41,65,37,33,63,181,380,1
80,40,65,37,38,65,147,372,1
78,42,60,36,42,68,139,376,1
54,44,40,31,40,71,165,373,1
55,44,40,32,39,71,167,370,1
49,39,39,32,40,66,160,289,1
48,37,39,31,34,63,183,314,1
49,35,40,30,35,64,202,300,1
45,28,38,30,35,59,187,255,1
44,26,37,26,37,72,188,257,1
43,31,38,29,40,71,196,248,2
41,33,38,32,41,67,156,221,2
43,34,36,31,36,66,131,239,2
42,34,41,33,36,62,108,245,2
43,33,41,34,36,46,158,240,2
44,31,40,35,30,37,155,208,2
45,33,41,35,28,42,162,216,2
57,34,41,34,32,38,187,200,2
71,34,41,34,30,41,198,270,2
76,36,41,33,32,55,195,339,2
79,35,42,34,33,76,227,375,2
77,35,39,34,34,77,228,363,2
71,33,42,35,36,79,230,383,2
56,36,42,34,40,84,240,355,2
62,34,43,33,37,76,213,370,2
59,35,45,29,36,58,209,389,2
63,33,43,29,40,59,229,407,2
